Iteraciones,Tamano10,Tamano20,Tamano30,Tamano40,Tamano50,Tamano60,Tamano70,Tamano80,Tamano90,Tamano100,Tamano110,Tamano120,Tamano130,Tamano140,Tamano150,Tamano160,Tamano170,Tamano180,Tamano190,Tamano200,Tamano210,Tamano220,Tamano230,Tamano240,Tamano250,Tamano260,Tamano270,Tamano280,Tamano290,Tamano300,Tamano310,Tamano320,Tamano330,Tamano340,Tamano350,Tamano360,Tamano370,Tamano380,Tamano390,Tamano400,Tamano410,Tamano420,Tamano430,Tamano440,Tamano450,Tamano460,Tamano470,Tamano480,Tamano490,Tamano500,Tamano510,Tamano520,Tamano530,Tamano540,Tamano550,Tamano560,Tamano570,Tamano580,Tamano590,Tamano600,Tamano610,Tamano620,Tamano630,Tamano640,Tamano650,Tamano660,Tamano670,Tamano680,Tamano690,Tamano700,Tamano710,Tamano720,Tamano730,Tamano740,Tamano750,Tamano760,Tamano770,Tamano780,Tamano790,Tamano800,Tamano810,Tamano820,Tamano830,Tamano840,Tamano850,Tamano860,Tamano870,Tamano880,Tamano890,Tamano900,Tamano910,Tamano920,Tamano930,Tamano940,Tamano950,Tamano960,Tamano970,Tamano980,Tamano990,Tamano1000
1,1800,11300,6800,28900,17700,18700,26300,32100,59100,49100,55400,69900,82100,96500,115500,181700,208300,250000,258900,294800,312000,410100,433200,478400,471900,299000,581500,748900,804400,896000,869200,910300,485300,754200,880800,1.1202e+06,1.214e+06,947500,1.0672e+06,1.4382e+06,1.1381e+06,1.2635e+06,789000,959100,882700,934700,1.241e+06,1.0305e+06,1.6742e+06,1.8309e+06,2.1541e+06,1.56e+06,1.1156e+06,1.3467e+06,1.6991e+06,2.1033e+06,2.2558e+06,1.7282e+06,1.5776e+06,2.2882e+06,3.5885e+06,1.8908e+06,2.0892e+06,3.8897e+06,3.7393e+06,3.8996e+06,2.6101e+06,3.0809e+06,3.2116e+06,2.9502e+06,2.1902e+06,2.3225e+06,2.2259e+06,3.2467e+06,3.7757e+06,4.2199e+06,3.5671e+06,5.392e+06,3.0415e+06,3.2403e+06,3.0291e+06,2.9322e+06,2.9929e+06,3.3558e+06,5.0065e+06,4.3653e+06,3.9701e+06,4.735e+06,4.262e+06,4.5857e+06,4.7584e+06,5.0047e+06,4.9569e+06,5.6496e+06,4.9531e+06,4.5667e+06,5.2889e+06,5.3874e+06,6.5117e+06,6.1062e+06
2,1200,3900,8200,13700,20000,27400,33200,67300,38700,77100,71700,88700,100100,120700,147900,134500,212000,155100,165000,199100,200900,214500,258100,267700,291600,296100,436300,463400,462200,570500,419300,473600,490900,547800,551400,562800,595700,633100,672000,950900,709100,838400,793700,868000,908300,924000,986300,1.0475e+06,1.0677e+06,1.0852e+06,1.1556e+06,1.173e+06,1.8387e+06,1.9928e+06,2.3382e+06,2.6725e+06,2.9992e+06,1.9495e+06,2.009e+06,1.9178e+06,1.9319e+06,2.7987e+06,2.2795e+06,3.6935e+06,3.782e+06,3.8953e+06,3.9578e+06,4.0072e+06,3.4307e+06,2.2767e+06,2.2328e+06,3.5582e+06,4.2805e+06,4.9005e+06,2.9293e+06,3.424e+06,3.3483e+06,3.4676e+06,5.5827e+06,5.6756e+06,5.0145e+06,6.0634e+06,4.9689e+06,4.0671e+06,4.1259e+06,4.67e+06,4.3319e+06,4.6532e+06,7.007e+06,6.168e+06,3.8323e+06,7.3491e+06,5.0768e+06,5.0491e+06,6.5431e+06,6.4442e+06,6.0512e+06,4.1262e+06,7.2655e+06,5.8321e+06
3,1200,3100,5500,8400,24300,34800,48700,77800,69300,80600,102700,101000,153300,97400,122100,120200,143300,158900,179200,186500,208600,217000,264100,278700,283200,307200,324800,355800,377400,408300,421200,460000,500000,508400,531400,569400,583500,605400,854500,1.0777e+06,1.1381e+06,1.2329e+06,1.2804e+06,1.288e+06,864700,951500,986600,1.2514e+06,1.3244e+06,1.1452e+06,1.1502e+06,1.18e+06,1.4027e+06,1.4378e+06,1.6462e+06,1.8588e+06,2.8428e+06,2.9789e+06,2.1026e+06,2.0834e+06,3.2579e+06,3.3845e+06,3.4598e+06,3.5821e+06,3.7459e+06,4.0147e+06,2.5404e+06,2.6271e+06,2.7413e+06,2.2101e+06,2.9424e+06,2.9727e+06,3.0987e+06,4.8587e+06,4.9686e+06,3.5556e+06,3.4104e+06,3.3637e+06,3.7743e+06,3.6525e+06,3.4646e+06,3.6371e+06,3.6453e+06,3.6042e+06,4.2377e+06,4.2628e+06,4.321e+06,4.5396e+06,4.4645e+06,4.6397e+06,4.7524e+06,4.8094e+06,5.2712e+06,4.8982e+06,3.9054e+06,5.8541e+06,5.2444e+06,4.0322e+06,4.2636e+06,4.4601e+06
4,1100,3400,5600,9300,20800,37800,55000,78300,105400,116700,123000,144300,177200,108400,113100,131200,156400,154300,173000,193800,219400,223800,246500,256300,322400,291100,441700,480000,514900,480900,535800,560000,595300,547400,552100,583800,586800,646500,667800,711600,746000,882900,844300,985600,922800,953000,917500,983900,1.56e+06,1.2799e+06,1.2705e+06,1.118e+06,2.0214e+06,1.2915e+06,1.6073e+06,1.342e+06,1.4022e+06,1.3885e+06,1.3561e+06,1.4573e+06,1.9979e+06,1.8676e+06,1.7237e+06,1.7578e+06,1.976e+06,2.0742e+06,2.9026e+06,2.6899e+06,2.6649e+06,2.2754e+06,2.854e+06,4.8354e+06,2.2979e+06,2.3224e+06,2.0227e+06,3.1733e+06,2.7697e+06,3.8178e+06,2.6289e+06,3.5478e+06,3.8103e+06,4.0796e+06,3.9464e+06,4.1516e+06,3.7239e+06,4.1396e+06,4.0651e+06,3.226e+06,4.3581e+06,4.3103e+06,4.6739e+06,4.7547e+06,5.1211e+06,6.8973e+06,5.3722e+06,5.3327e+06,5.5497e+06,5.4669e+06,6.7098e+06,5.7886e+06
5,1500,4300,7800,13200,19800,26200,72300,48900,40000,46000,61500,70100,81900,82800,95100,144900,141300,156600,179300,184100,196300,219800,319700,267900,294600,439900,542500,548700,600800,687500,428900,451200,467600,520800,502500,552400,607200,656000,655400,696100,758700,796600,812800,872700,833000,947100,1.0025e+06,1.0184e+06,1.072e+06,1.1346e+06,1.1237e+06,1.1957e+06,1.2413e+06,1.2676e+06,1.3598e+06,1.3452e+06,1.5376e+06,1.8626e+06,1.7063e+06,1.9993e+06,2.0583e+06,2.0898e+06,2.2576e+06,2.3019e+06,2.3542e+06,2.4183e+06,2.4936e+06,2.727e+06,2.3339e+06,2.6331e+06,2.959e+06,3.0321e+06,2.982e+06,3.0708e+06,3.1162e+06,3.181e+06,3.3059e+06,3.2933e+06,3.6354e+06,3.4055e+06,3.5704e+06,4.0593e+06,3.7517e+06,3.8919e+06,4.055e+06,4.343e+06,4.1366e+06,4.4413e+06,4.3116e+06,4.5114e+06,4.6093e+06,4.471e+06,4.8491e+06,5.5484e+06,4.8661e+06,4.8922e+06,5.0272e+06,5.18e+06,5.8316e+06,5.2953e+06
6,1100,3200,8300,11700,24600,19700,25600,33100,42700,51300,62300,71600,90000,100300,116700,125800,139600,158200,172400,185300,208300,220900,239600,263500,291000,317100,323900,500400,458900,663700,427900,477900,479400,493500,537900,584100,623000,630400,654300,703200,746500,799100,822800,858100,897400,942200,984500,1.0256e+06,1.0485e+06,1.1117e+06,1.1542e+06,1.178e+06,1.2021e+06,1.2715e+06,1.3623e+06,1.3576e+06,1.3743e+06,1.4309e+06,1.5065e+06,1.6106e+06,1.6486e+06,1.7065e+06,1.7506e+06,1.7999e+06,1.8507e+06,1.8808e+06,2.252e+06,2.3828e+06,2.5291e+06,2.7621e+06,2.7024e+06,2.7339e+06,2.8973e+06,3.1555e+06,3.161e+06,3.0521e+06,4.3171e+06,3.5335e+06,3.5614e+06,3.5778e+06,3.6265e+06,3.8825e+06,3.7024e+06,4.2087e+06,3.3457e+06,3.3068e+06,4.0127e+06,4.1739e+06,4.38e+06,4.3922e+06,4.4554e+06,4.8618e+06,4.6754e+06,4.8394e+06,5.0891e+06,5.0509e+06,5.0938e+06,5.2269e+06,5.3677e+06,5.5607e+06
7,1000,3300,5900,9700,15100,20700,27300,36100,42500,58600,62000,75900,86200,98000,106600,124200,140700,154200,174300,211700,217600,245900,234000,269500,289700,312500,337100,355300,387800,382900,426700,451200,468100,543600,532600,562100,610000,649000,691700,734400,724400,736200,801100,841600,838300,922500,955400,1.0186e+06,1.0516e+06,1.0584e+06,1.1646e+06,1.2569e+06,1.4148e+06,1.5655e+06,1.3474e+06,1.446e+06,1.5668e+06,1.6384e+06,1.6457e+06,1.6835e+06,1.8539e+06,1.7038e+06,1.7758e+06,1.7985e+06,1.8298e+06,1.9447e+06,2.0054e+06,2.3057e+06,2.4917e+06,2.5387e+06,2.6386e+06,2.3228e+06,2.8129e+06,2.9636e+06,3.02e+06,3.2102e+06,3.2307e+06,3.1462e+06,3.4839e+06,3.3317e+06,3.5402e+06,3.5986e+06,3.7518e+06,3.8596e+06,3.9599e+06,3.7728e+06,4.0918e+06,3.8128e+06,4.2242e+06,4.4112e+06,4.7665e+06,4.5868e+06,4.5946e+06,4.8663e+06,4.9392e+06,4.9701e+06,5.2385e+06,5.2199e+06,5.7736e+06,5.5031e+06
8,1400,5000,10300,12900,20200,28400,38800,48600,55300,66200,93600,95500,115200,127700,148700,158000,182100,189200,221700,231800,259800,283500,308600,335200,353900,404400,417200,423600,484800,377500,428800,468800,485100,510300,550100,571200,597800,641400,672100,711800,735600,767200,813100,841700,894100,931700,993200,1.027e+06,1.0497e+06,1.0888e+06,1.1297e+06,1.1958e+06,1.2375e+06,1.3759e+06,1.3345e+06,1.3748e+06,1.3706e+06,1.4318e+06,1.5376e+06,1.607e+06,1.6301e+06,1.8999e+06,2.1854e+06,2.2386e+06,2.1752e+06,2.2626e+06,2.3811e+06,2.398e+06,2.6757e+06,2.7311e+06,2.7836e+06,3.1211e+06,2.9563e+06,3.0949e+06,3.166e+06,3.1705e+06,3.2745e+06,3.7165e+06,3.7224e+06,3.724e+06,3.7705e+06,4.0396e+06,3.949e+06,4.108e+06,4.2536e+06,4.1406e+06,4.2096e+06,4.3434e+06,4.3715e+06,4.4535e+06,4.4871e+06,4.7124e+06,5.2548e+06,4.8515e+06,4.9429e+06,5.4489e+06,5.1626e+06,5.3445e+06,5.4712e+06,5.4378e+06
9,1800,3800,7800,11600,17600,19400,27400,34800,42500,50100,63000,70200,104400,95500,115300,129300,149500,154700,171600,195300,215600,215300,247000,259600,266300,290500,322800,349600,366500,389200,430600,441900,500000,516000,559300,592000,631000,641500,679400,676100,754100,784400,811500,827000,896400,908600,957100,1.0352e+06,1.0635e+06,1.0878e+06,1.1712e+06,1.2326e+06,1.2556e+06,1.2604e+06,1.3246e+06,1.3609e+06,1.3798e+06,1.4851e+06,1.8044e+06,2.9969e+06,1.8473e+06,1.6871e+06,1.7289e+06,1.8098e+06,1.8799e+06,2.3001e+06,1.9656e+06,2.934e+06,2.6726e+06,2.725e+06,2.8127e+06,2.9664e+06,2.9939e+06,3.1759e+06,3.1029e+06,3.2328e+06,3.3309e+06,3.3197e+06,3.446e+06,3.5058e+06,3.7145e+06,3.6495e+06,3.8238e+06,3.846e+06,4.0557e+06,4.103e+06,4.1878e+06,4.3345e+06,4.3991e+06,4.3312e+06,4.1669e+06,4.6414e+06,4.6861e+06,4.6139e+06,4.7422e+06,4.7905e+06,5.8043e+06,5.4045e+06,5.8455e+06,5.4782e+06
10,1700,4100,7900,12400,17700,26400,35800,45300,56700,71000,86300,97700,112600,118800,143500,161300,173300,195400,212700,248100,297800,287800,225800,253500,282400,292100,332400,354800,360800,394200,415500,422200,474600,493000,529200,547300,706000,603600,920400,958900,1.0109e+06,1.0363e+06,1.076e+06,1.1178e+06,1.1076e+06,1.2322e+06,1.2815e+06,1.3403e+06,1.4617e+06,1.1174e+06,1.1621e+06,1.3385e+06,1.2623e+06,1.2819e+06,1.3095e+06,1.3877e+06,1.425e+06,1.7257e+06,1.8255e+06,1.9126e+06,1.9461e+06,2.0124e+06,1.6649e+06,2.0761e+06,2.3463e+06,2.3991e+06,2.7305e+06,2.8582e+06,2.5846e+06,2.7948e+06,2.9883e+06,3.0888e+06,3.1255e+06,3.2004e+06,3.2252e+06,3.4276e+06,3.4825e+06,3.6626e+06,3.6485e+06,3.7304e+06,3.6542e+06,3.7302e+06,3.8665e+06,4.0526e+06,4.2261e+06,4.0725e+06,4.2776e+06,4.5385e+06,4.937e+06,4.7835e+06,4.4472e+06,4.7033e+06,4.7707e+06,4.9238e+06,4.9006e+06,5.0831e+06,5.2506e+06,5.3088e+06,5.3762e+06,5.5839e+06
11,1500,4500,8300,13000,19600,28900,34700,44200,51600,69300,77100,87000,95700,117900,134700,118900,159500,155300,170300,185600,210400,227200,250100,260300,302600,301400,318500,355600,385400,401400,453800,509300,477000,646500,537200,585900,606600,642800,666700,728400,745600,797400,809700,890700,893500,931400,962600,1.0239e+06,1.0269e+06,1.1051e+06,1.1088e+06,1.1529e+06,1.3995e+06,1.5518e+06,1.9573e+06,1.4114e+06,1.619e+06,1.5615e+06,1.697e+06,1.9159e+06,1.6225e+06,1.7067e+06,1.7103e+06,1.7917e+06,1.8407e+06,1.8737e+06,2.0272e+06,2.0535e+06,2.0458e+06,2.0686e+06,2.2119e+06,2.2663e+06,2.4189e+06,2.3373e+06,2.3652e+06,2.5081e+06,2.5625e+06,2.6147e+06,2.5187e+06,2.6531e+06,2.8765e+06,2.9265e+06,3.0516e+06,3.0357e+06,3.4003e+06,4.1195e+06,4.5023e+06,3.1903e+06,4.2853e+06,4.9972e+06,5.3025e+06,4.8901e+06,5.2995e+06,5.1604e+06,4.7164e+06,5.6643e+06,6.7591e+06,5.3512e+06,7.0353e+06,6.1115e+06
12,2300,5900,10800,19100,25400,35900,48700,69200,84800,51300,61900,72100,82000,99100,109800,124600,135000,154700,175500,183900,195600,194900,258200,246900,285600,290500,339800,327200,409700,399000,442000,455300,509100,527900,553400,565300,616800,517600,619300,566900,657000,766800,920900,855600,896500,937100,970200,1.0081e+06,1.0695e+06,1.071e+06,1.0855e+06,1.1657e+06,1.1911e+06,1.2942e+06,1.3188e+06,1.3856e+06,1.4399e+06,1.4546e+06,1.4742e+06,1.8638e+06,1.6169e+06,1.659e+06,1.6994e+06,1.7975e+06,1.8272e+06,1.9125e+06,2.0581e+06,1.8594e+06,2.094e+06,2.1308e+06,2.1813e+06,2.2114e+06,2.2839e+06,2.2292e+06,2.469e+06,2.4637e+06,2.5791e+06,2.5747e+06,2.8393e+06,3.2174e+06,3.4821e+06,2.9243e+06,2.8676e+06,3.8304e+06,3.8951e+06,4.9387e+06,4.4394e+06,4.2962e+06,4.2159e+06,4.4849e+06,3.4524e+06,4.4023e+06,4.8017e+06,5.404e+06,5.2347e+06,5.5834e+06,5.9438e+06,5.7258e+06,6.0922e+06,6.2501e+06
13,2200,4000,9200,14300,8400,14000,22000,31800,38900,50000,64900,69400,80300,89200,107000,126900,141000,147700,170500,249100,214600,200200,243800,234300,270400,307700,331200,338800,379900,369100,423600,434400,456600,493200,539800,585700,600900,611900,639700,1.1248e+06,719300,783800,810900,821500,896900,942100,974800,1.0698e+06,1.0652e+06,1.1093e+06,1.1542e+06,1.1042e+06,1.1637e+06,1.335e+06,1.2997e+06,1.3665e+06,1.4083e+06,1.4584e+06,1.4728e+06,1.4848e+06,1.6348e+06,1.6767e+06,1.7457e+06,1.7535e+06,1.812e+06,1.8951e+06,1.9303e+06,2.6265e+06,2.0387e+06,2.2028e+06,2.1831e+06,2.2453e+06,2.2744e+06,2.26e+06,2.3936e+06,2.4599e+06,2.5706e+06,2.6522e+06,2.3421e+06,4.3264e+06,2.686e+06,2.7615e+06,2.7702e+06,2.9878e+06,4.1704e+06,3.0247e+06,3.0648e+06,3.269e+06,3.9524e+06,3.4976e+06,4.4525e+06,4.6554e+06,4.0826e+06,4.0447e+06,3.968e+06,3.8968e+06,4.1897e+06,4.5049e+06,4.3557e+06,4.3476e+06
14,1500,3000,6100,9400,14300,20900,28000,33500,42900,54000,61500,72100,79700,99600,116100,122900,144000,157900,166200,188400,204100,227800,229700,260700,524100,198100,309000,324600,367800,399700,397900,447900,495300,497700,519400,561700,602900,621900,659600,694100,694100,749500,921300,864200,891200,938600,965700,1.0036e+06,1.0565e+06,1.1668e+06,1.1393e+06,1.2187e+06,1.2491e+06,1.2788e+06,1.3329e+06,1.3096e+06,1.4043e+06,1.4334e+06,1.4823e+06,1.5981e+06,1.6156e+06,1.6432e+06,1.7037e+06,1.7489e+06,1.8162e+06,1.8708e+06,1.9682e+06,2.0089e+06,1.8381e+06,2.1553e+06,2.3008e+06,2.1662e+06,2.3207e+06,2.3738e+06,2.4555e+06,2.403e+06,2.5631e+06,2.6161e+06,2.6343e+06,2.4212e+06,2.8782e+06,3.4411e+06,3.6156e+06,4.1267e+06,3.7289e+06,4.6726e+06,4.4929e+06,5.0387e+06,4.6144e+06,4.726e+06,5.0499e+06,5.2566e+06,5.1562e+06,5.4754e+06,5.1137e+06,5.3765e+06,5.5027e+06,5.3459e+06,4.9659e+06,4.3516e+06
15,1400,3500,6700,9600,14500,19400,27600,35200,61400,52200,65000,78500,83500,109900,109600,126400,139300,160500,228700,187300,216500,224000,246800,261800,299100,308700,331900,365300,378000,407400,427100,467100,495500,498300,539100,568900,598100,653800,977000,967300,925800,1.0232e+06,1.035e+06,1.1478e+06,1.1755e+06,1.2115e+06,998400,847800,1.1135e+06,1.2113e+06,1.1714e+06,1.2053e+06,1.2517e+06,1.3066e+06,1.2787e+06,1.3534e+06,1.5327e+06,1.6141e+06,1.6402e+06,1.6737e+06,1.6763e+06,2.0024e+06,2.1818e+06,2.2241e+06,2.3713e+06,2.4806e+06,2.543e+06,2.5762e+06,2.5618e+06,2.7724e+06,2.7054e+06,2.8044e+06,2.9332e+06,3.031e+06,3.2869e+06,3.1119e+06,3.2352e+06,3.3991e+06,3.6348e+06,3.5226e+06,3.6022e+06,3.5831e+06,3.7456e+06,3.9709e+06,3.9076e+06,4.0929e+06,4.3959e+06,4.2235e+06,4.3883e+06,4.7425e+06,4.5702e+06,4.7862e+06,4.7922e+06,4.8508e+06,5.1579e+06,5.0812e+06,5.3149e+06,5.6465e+06,5.41e+06,6.0294e+06
16,1600,4300,7300,9000,14900,20400,26800,34300,40700,51800,64800,89500,88200,100800,110400,121600,142000,147900,185200,179600,197700,234400,231100,267500,299400,320500,327800,357700,381600,378500,434900,461600,471400,520100,563300,681600,632300,648200,670800,698300,724400,763200,816900,834000,853200,908400,943300,979800,1.153e+06,1.1038e+06,1.168e+06,1.4929e+06,1.5352e+06,1.5574e+06,1.6163e+06,1.6586e+06,1.6381e+06,1.8633e+06,1.7265e+06,1.943e+06,1.8343e+06,1.8351e+06,1.947e+06,1.9734e+06,2.1136e+06,2.0766e+06,2.2592e+06,2.2805e+06,2.5885e+06,2.6694e+06,2.866e+06,2.9994e+06,3.0453e+06,2.9503e+06,3.0431e+06,3.22e+06,3.3603e+06,3.449e+06,3.5441e+06,3.4402e+06,3.4193e+06,2.8776e+06,3.0046e+06,3.119e+06,3.123e+06,3.1585e+06,3.2822e+06,4.1437e+06,4.3576e+06,4.2148e+06,4.4435e+06,4.6369e+06,4.7891e+06,4.7965e+06,5.1645e+06,4.9975e+06,5.0768e+06,5.4475e+06,5.7219e+06,6.237e+06
17,1800,4300,8700,13600,14400,21100,26500,35100,42000,69100,54300,63200,85200,91500,108100,129000,142200,161300,169800,191300,206300,223100,254900,258700,284100,308400,328600,359600,361700,408000,430600,461800,541500,497500,539600,590600,610500,637400,664700,698200,735500,752100,790000,829400,876900,912500,1.0772e+06,1.0366e+06,1.083e+06,1.1222e+06,1.1492e+06,1.2028e+06,1.1854e+06,1.3195e+06,1.3014e+06,1.2416e+06,1.3639e+06,1.7164e+06,1.8155e+06,1.892e+06,1.9924e+06,1.743e+06,1.757e+06,2.0102e+06,2.1059e+06,1.9046e+06,1.9797e+06,1.9803e+06,2.0708e+06,2.516e+06,2.1497e+06,2.2314e+06,2.319e+06,2.3191e+06,2.5069e+06,2.5991e+06,3.0733e+06,3.218e+06,4.408e+06,3.7736e+06,3.7726e+06,3.7529e+06,4.8552e+06,4.0001e+06,4.2212e+06,4.567e+06,4.0488e+06,4.1867e+06,4.8159e+06,4.5971e+06,4.5865e+06,4.7359e+06,4.4605e+06,4.8556e+06,5.1632e+06,5.0799e+06,5.3372e+06,5.8149e+06,5.4422e+06,5.4515e+06
18,2200,5700,9600,15500,23300,31200,42400,46700,56400,71000,57500,71800,131500,121100,140800,158500,124900,151100,165500,180400,203100,219800,243700,266800,275800,309000,328000,354900,368800,391800,440700,460200,660000,516800,556000,578700,605400,627400,679200,685900,770400,761800,789300,832400,866000,946800,947600,1.0358e+06,1.0563e+06,1.0722e+06,1.1071e+06,1.2115e+06,1.2651e+06,1.2688e+06,1.3213e+06,1.3596e+06,1.4348e+06,1.4702e+06,1.5474e+06,1.5508e+06,1.606e+06,1.6819e+06,1.6731e+06,1.7536e+06,1.8892e+06,2.093e+06,1.9348e+06,2.0665e+06,2.1448e+06,2.1255e+06,2.3319e+06,2.7725e+06,2.5777e+06,2.9268e+06,2.9327e+06,3.3379e+06,3.7811e+06,3.4478e+06,3.4385e+06,3.6197e+06,3.7112e+06,3.7284e+06,3.787e+06,3.9293e+06,3.9457e+06,4.0763e+06,4.4205e+06,4.2254e+06,4.1691e+06,4.3918e+06,4.6229e+06,4.6018e+06,4.8549e+06,4.9665e+06,4.9028e+06,5.0826e+06,5.0451e+06,5.1492e+06,4.9098e+06,5.1453e+06
19,1100,3100,6800,9600,8500,19400,27500,30400,39600,48200,63200,74800,81500,100700,112000,131300,133200,157000,172200,185000,202700,219900,243800,263800,284800,317500,344400,349500,383300,383300,432300,460500,463200,513700,541600,572900,606000,620800,650700,709700,725600,760600,905100,996900,1.2196e+06,1.2227e+06,1.2613e+06,1.2625e+06,1.3065e+06,1.3287e+06,1.3913e+06,1.3517e+06,1.4765e+06,1.2403e+06,1.3466e+06,1.349e+06,1.4041e+06,1.481e+06,1.6427e+06,1.5456e+06,1.6086e+06,1.6844e+06,2.216e+06,2.3139e+06,2.3351e+06,2.2187e+06,2.4771e+06,2.549e+06,2.6941e+06,2.7723e+06,2.6997e+06,2.8047e+06,3.0688e+06,3.1278e+06,3.1222e+06,3.1308e+06,3.2766e+06,3.3593e+06,3.4761e+06,3.5225e+06,3.8165e+06,3.6179e+06,3.8602e+06,3.8283e+06,3.8535e+06,4.0299e+06,4.1258e+06,4.2031e+06,4.7076e+06,5.3649e+06,4.8381e+06,4.8925e+06,5.2577e+06,5.1949e+06,5.1869e+06,5.3854e+06,5.4273e+06,5.8404e+06,4.7641e+06,4.34e+06
20,900,3000,6800,10700,14800,19900,26300,31500,36300,49000,53600,71600,84000,113600,101900,121100,127400,160100,168900,173200,212700,228600,252800,263000,286000,301600,328500,340500,367400,384800,430900,449500,486900,502100,546800,549900,601800,615700,671600,723400,738100,780400,826300,859200,888500,951200,971400,1.018e+06,1.0513e+06,1.0848e+06,1.1434e+06,1.1879e+06,1.194e+06,1.4348e+06,1.5647e+06,1.8e+06,1.8896e+06,2.0273e+06,1.9345e+06,1.958e+06,2.0962e+06,2.1995e+06,2.2929e+06,2.2694e+06,2.4999e+06,2.3189e+06,2.1022e+06,2.4237e+06,2.6441e+06,2.6881e+06,2.7732e+06,2.9934e+06,3.1813e+06,3.0501e+06,3.3981e+06,3.4725e+06,3.4235e+06,3.4914e+06,4.0836e+06,3.8879e+06,3.5105e+06,3.9857e+06,4.1652e+06,3.9399e+06,4.3113e+06,4.2328e+06,4.2596e+06,4.2139e+06,4.216e+06,4.4524e+06,4.5402e+06,4.4975e+06,4.5967e+06,5.2069e+06,4.7784e+06,5.0052e+06,5.2398e+06,5.1987e+06,5.4941e+06,5.2497e+06
21,1400,3300,5800,9600,14200,20200,29000,36800,41400,52800,64300,72200,83400,97800,105800,126900,138900,156500,168900,181400,201700,208900,243200,271500,282500,307300,340700,364900,326300,383000,515700,570600,609600,649400,678200,691200,771200,752900,823500,846600,935700,935200,981200,1.0321e+06,1.0878e+06,1.1691e+06,1.1723e+06,1.2322e+06,1.3028e+06,1.3439e+06,1.2422e+06,1.1898e+06,1.2339e+06,1.2629e+06,1.3181e+06,1.4029e+06,1.4385e+06,1.4667e+06,1.614e+06,1.5879e+06,1.6388e+06,1.6911e+06,1.7415e+06,1.7674e+06,1.8518e+06,1.9293e+06,2.005e+06,2.2824e+06,2.3359e+06,2.5199e+06,2.5579e+06,2.6085e+06,2.4881e+06,2.7913e+06,2.7583e+06,2.4815e+06,2.5246e+06,3.0284e+06,3.6354e+06,3.4385e+06,3.6465e+06,3.6677e+06,3.6655e+06,4.2789e+06,3.9377e+06,4.154e+06,4.2014e+06,4.5047e+06,4.5063e+06,4.428e+06,4.5733e+06,4.6357e+06,4.5982e+06,4.9274e+06,4.5538e+06,4.3155e+06,4.1783e+06,4.1077e+06,4.1554e+06,4.5689e+06
22,1400,3100,5600,9700,14800,20700,26500,35100,43700,52000,66200,73400,85100,98900,111100,128100,138400,161300,170800,173800,210900,212900,236800,257400,264000,298000,331500,349300,370100,380200,415500,446700,474200,501000,528900,559200,602400,652300,652300,673400,713800,768900,834400,861000,887000,926300,958600,991800,1.0239e+06,1.1163e+06,1.1429e+06,1.2803e+06,1.196e+06,1.2424e+06,1.3146e+06,1.3546e+06,1.4871e+06,1.4652e+06,1.4841e+06,1.594e+06,1.655e+06,1.7007e+06,1.71e+06,1.8023e+06,1.8341e+06,1.8764e+06,2.0573e+06,1.9975e+06,2.1328e+06,2.1374e+06,2.222e+06,2.2823e+06,2.378e+06,2.3283e+06,2.4226e+06,2.5149e+06,3.2021e+06,2.8232e+06,2.7123e+06,2.7827e+06,2.9859e+06,4.6974e+06,3.8578e+06,4.1152e+06,3.8301e+06,4.0481e+06,4.5056e+06,4.5007e+06,4.6323e+06,4.5236e+06,4.7752e+06,4.7092e+06,4.9075e+06,5.0383e+06,5.1069e+06,5.0784e+06,5.122e+06,5.1967e+06,5.1109e+06,5.2067e+06
23,1500,3100,3000,5800,13200,20900,27400,34400,42400,48600,59900,75000,84800,96700,124100,124200,139000,163400,189800,184200,204400,234000,246200,273000,292400,308700,323000,342500,365200,406800,410800,475800,500800,502600,541200,575400,602200,617600,659500,721400,936200,967300,995600,1.0119e+06,1.1227e+06,1.1281e+06,1.2297e+06,1.3134e+06,998800,1.0547e+06,1.327e+06,1.6196e+06,1.5323e+06,1.8092e+06,2.0154e+06,1.8571e+06,1.7131e+06,1.628e+06,1.5219e+06,1.5685e+06,1.6483e+06,1.8415e+06,2.0993e+06,2.1538e+06,2.2928e+06,2.5066e+06,2.5291e+06,2.5648e+06,2.6012e+06,2.6081e+06,3.2714e+06,2.9627e+06,3.0073e+06,3.1857e+06,2.7561e+06,2.9515e+06,2.9641e+06,3.128e+06,3.4667e+06,3.6316e+06,4.0431e+06,3.7728e+06,3.8887e+06,3.9255e+06,4.6221e+06,4.0633e+06,4.1664e+06,4.2019e+06,4.2697e+06,4.5008e+06,4.9549e+06,4.6748e+06,5.6161e+06,4.81e+06,4.9649e+06,5.0648e+06,5.3081e+06,5.4824e+06,5.3005e+06,7.1646e+06
