Iteraciones,Tamano10,Tamano20,Tamano30,Tamano40,Tamano50,Tamano60,Tamano70,Tamano80,Tamano90,Tamano100,Tamano110,Tamano120,Tamano130,Tamano140,Tamano150,Tamano160,Tamano170,Tamano180,Tamano190,Tamano200,Tamano210,Tamano220,Tamano230,Tamano240,Tamano250,Tamano260,Tamano270,Tamano280,Tamano290,Tamano300,Tamano310,Tamano320,Tamano330,Tamano340,Tamano350,Tamano360,Tamano370,Tamano380,Tamano390,Tamano400,Tamano410,Tamano420,Tamano430,Tamano440,Tamano450,Tamano460,Tamano470,Tamano480,Tamano490,Tamano500,Tamano510,Tamano520,Tamano530,Tamano540,Tamano550,Tamano560,Tamano570,Tamano580,Tamano590,Tamano600,Tamano610,Tamano620,Tamano630,Tamano640,Tamano650,Tamano660,Tamano670,Tamano680,Tamano690,Tamano700,Tamano710,Tamano720,Tamano730,Tamano740,Tamano750,Tamano760,Tamano770,Tamano780,Tamano790,Tamano800,Tamano810,Tamano820,Tamano830,Tamano840,Tamano850,Tamano860,Tamano870,Tamano880,Tamano890,Tamano900,Tamano910,Tamano920,Tamano930,Tamano940,Tamano950,Tamano960,Tamano970,Tamano980,Tamano990,Tamano1000
1,1400,3900,4400,7400,11800,8100,16700,11800,17000,15300,24800,18500,23000,24700,22800,46300,55900,70400,64400,62300,38500,33500,37000,57800,41800,47200,34800,49600,53500,58600,54900,62600,74500,67600,55400,74600,68900,62900,63900,77500,71700,85700,93100,92700,94200,102700,94100,91300,94800,100600,106600,110200,114200,117900,111600,116400,126100,196200,145300,136100,131500,139300,138800,157900,130600,139100,139600,166100,143700,138000,180000,146000,175600,151800,191900,157100,164500,189200,205600,202800,175200,178200,167400,222100,327300,135000,196800,196500,201700,209200,217000,228700,204400,211900,218200,225600,242900,223400,224700,255000
2,1000,2400,3300,5400,6800,8400,10000,12400,14200,15700,19200,20200,24300,24800,25800,24700,36900,33900,34600,36800,31400,41900,42500,51300,49900,48900,52900,65000,55100,73500,58500,87800,71400,69700,82600,65000,66300,78000,90700,81700,83600,84900,90700,85600,102600,94800,95500,117600,116300,106600,107900,112200,123900,118200,110000,112800,130800,84400,127100,150500,139000,140600,153100,145600,136300,161100,154200,156800,193600,172200,162800,174100,166900,185000,162200,171300,189300,162500,188800,185500,203200,211500,205900,178100,209700,189400,203300,204000,193700,197800,227000,198900,236800,357500,238000,239300,219300,221400,219700,260300
3,1200,2500,3600,5100,6600,8700,13800,13400,15400,15500,29000,36100,29400,24000,31100,27800,30400,33900,34900,37500,38400,41000,41800,45100,61500,67400,51900,83200,61100,72900,90000,69700,84100,97200,156600,117200,90400,85400,82700,83400,154100,87400,91200,89100,93000,95300,113800,102700,125400,99600,106300,109100,115800,109000,134100,122900,125100,167200,133000,231000,163400,147000,144200,149800,150300,134300,130300,143800,154800,161600,171900,173300,172200,157600,197500,176100,340800,329800,320600,338500,329400,343800,189800,205500,221000,210500,219600,217400,227800,224400,196000,230200,228900,235200,236300,242100,243700,247100,277700,342100
4,1600,3500,6500,9700,7000,10700,12800,36100,16000,16600,16400,24900,14700,20700,21100,26500,26900,33300,31000,50800,33200,36800,63600,54100,48000,57200,50700,54100,55600,60200,63800,72900,68300,67600,69500,69600,124500,123700,131500,150700,139300,150300,182300,141800,144800,162700,164600,161000,178400,161900,192800,181200,171400,176500,121900,187300,209900,215100,205700,210500,223900,212200,170100,221400,240700,214700,145100,218700,140800,163700,221200,172200,172600,192100,179900,183700,194900,170100,201400,195400,206200,221800,200600,206100,210100,223400,218400,225100,193900,579700,211000,354900,367700,345500,349100,374000,380300,373600,377300,403800
5,3600,2700,6000,6800,7000,13900,10900,18700,13200,24300,23600,22600,23000,29800,35200,46500,39500,32900,33000,39100,36700,63900,47800,47600,62100,48600,49700,62500,49500,103000,101000,69400,59800,90400,71200,109800,111800,109500,109400,138200,146800,137100,154300,189700,151400,160400,167400,184400,190700,159500,159600,169100,184700,184900,148200,124500,128800,130900,223300,227700,124000,193100,215900,231400,223600,244600,235800,268300,142600,259200,247600,252400,187500,274900,275600,285900,283100,282400,293800,285700,355400,269800,228800,212000,198900,213100,232200,232800,243200,228300,249600,376200,203400,226200,223100,245100,233000,236400,235400,220300
6,1100,2400,3400,5200,11800,8700,6200,9200,14400,16500,18800,20100,16900,21600,43300,42700,60900,53000,59400,70700,70900,34600,54700,72600,55100,53800,83300,90100,88900,92400,99400,102500,101300,111100,110700,115900,123400,121400,118800,142100,156200,136100,137300,155600,142000,134300,102600,151700,100700,90400,104200,110200,122400,111800,107400,107100,120100,129000,130400,129100,135000,142800,136700,136500,122600,157800,141900,125700,149300,162200,159600,156300,154600,146300,181000,290100,282400,291000,293500,284400,312300,291700,320900,206100,207600,193300,210600,208500,200500,214800,229100,206500,233700,227500,245000,217100,265200,244500,253300,298500
7,1300,7600,3800,7900,7100,5100,9500,13500,18700,16300,22400,28000,36700,20400,31600,45100,31300,32600,71800,34700,42000,85400,68900,47700,49400,49000,56200,81800,66600,55700,84900,63700,61000,60900,122000,115800,77800,121600,91600,121900,87500,86700,91100,91500,65200,87500,93900,89300,109100,115400,171400,250000,120900,139500,176300,218700,135100,182100,121100,129900,146500,127400,144500,153300,136100,111800,168800,156400,142100,168200,186700,280900,175200,160400,202600,181400,194000,183100,220400,278900,296200,178400,195600,549800,225000,210400,314600,407500,342200,388100,386200,425600,427400,409900,196700,261600,237500,209500,239800,211400
8,2000,2900,5800,7800,8800,34400,18700,19800,25300,29900,16300,18300,16000,15800,16700,23300,20800,29000,29100,29300,49900,50300,45300,42700,75700,79200,80900,87200,89600,91200,95600,96700,99700,104300,106400,111800,112700,117500,124700,153800,131800,138000,148700,142200,146400,70200,66700,200200,164900,105300,112500,124900,176500,191600,124800,111200,79400,142600,150800,185000,138700,129300,127700,158100,155800,133300,176300,157800,144700,148600,190300,167400,257400,118600,181200,167200,167800,187700,293400,265800,287800,321700,307800,291100,311500,307500,364800,458800,359200,229100,253100,201300,204200,241400,225200,219000,271300,228100,206500,277500
9,1800,1900,5600,5100,10700,7600,11100,20200,46500,32700,36200,29900,24400,28000,39100,25600,48900,31300,36000,34400,42500,37500,39600,47800,41400,45700,47100,54100,67400,55000,55200,46400,67800,63000,58200,69900,74300,67800,123900,88400,82900,83000,83500,81600,100800,116900,87100,167400,123300,112900,107900,125500,125100,118000,121900,114600,159600,128700,130600,144300,138800,141000,124100,283900,208200,234500,95500,147000,184700,139000,115600,167900,284500,202000,204400,155400,166400,283400,193400,192100,212800,182600,244600,215700,191500,204500,182300,193600,199300,207900,249400,169400,237400,221100,234300,255700,262800,244700,258200,396500
10,1800,6100,5900,9700,7800,13400,10000,12200,12700,18400,17100,37000,15400,14400,21300,27800,30000,55300,33800,30200,34000,37400,44500,42500,43400,43000,59800,76100,63200,97500,61500,72600,73300,78900,90100,69100,55400,87900,72100,85700,81000,70100,95400,116400,92500,159200,96000,104000,120900,103200,103200,119700,107800,112200,127400,120900,105700,78700,118300,150000,118500,129300,137400,146200,148000,138800,238000,145200,158100,111300,189900,322900,200200,170500,223600,217300,201100,280900,216900,147600,297600,206200,201100,179800,203100,211600,195000,167300,215600,218400,235500,231600,187400,242300,234200,235800,168000,242600,239100,247800
11,2500,3900,3500,3400,4700,5500,10700,40400,18200,14000,17300,20300,32200,23400,23500,29800,31200,37000,38100,41200,48400,37600,32400,63600,52700,52900,52000,52100,65100,70600,59800,51200,66600,52400,43900,72700,66400,72200,75500,74400,88200,88500,127500,89700,107700,137300,97200,99700,104100,89700,138800,166900,179000,160600,118800,192200,149800,150700,233300,125200,136300,214200,149900,143500,150900,166000,242300,266000,179300,206500,136300,131200,141600,152600,186600,206200,101900,194300,177000,192400,203200,129900,199700,215800,187100,200900,206700,147300,200800,253600,221600,316500,229500,184100,244600,259200,215200,250400,237600,259500
12,1400,3900,6500,5000,7200,8600,15100,20000,23000,31000,27800,33200,35900,38700,82800,26200,27300,27600,41200,33000,36800,67800,52000,47300,32700,48000,50000,57800,40600,55100,54100,65300,65200,58200,64800,64500,130200,60200,66100,126400,150900,122900,93800,161400,102400,67300,87500,72000,109700,158100,204000,163000,81500,188500,203700,136600,72200,153000,121300,142500,216600,136200,161500,224500,168600,161400,156500,135200,148200,261400,154100,177500,185500,260100,192100,215600,162600,180800,158100,204500,148800,201100,217800,191900,141000,142300,221400,244200,194800,208300,205200,188200,182100,245100,136800,218200,158500,347300,237200,302500
13,1900,2600,8300,5500,6900,8000,10300,11800,10000,11800,26800,18300,18500,23800,23400,24300,27200,31300,38200,40000,34300,40000,38500,49600,33400,31300,57700,42800,50500,34500,59800,67600,46800,55000,89900,80300,94600,81300,79200,80800,85100,71500,91300,82200,57200,95300,118600,85300,119200,114300,74500,128300,86500,135100,123100,128600,76300,120000,107200,125000,143400,96200,119500,183200,247800,243100,158400,178000,135600,262900,184700,185900,122200,126800,278400,222400,205600,306100,201600,281400,215100,312600,179200,301200,224300,253400,223600,158900,223400,253400,209900,199800,216400,230200,258000,193000,166600,223800,154800,175300
14,1300,2400,5800,6200,10500,13200,16000,13000,14900,14500,17200,18100,27400,21900,25900,27200,24600,24500,30200,45800,35200,28900,36500,77000,93900,70800,51200,50000,67300,49300,63200,80800,68900,80000,81100,72100,83000,283000,87200,97800,92800,99200,80400,92500,145000,115800,110600,109000,102600,109900,336900,141200,131400,122700,185500,130000,131500,134600,167900,223100,135800,154600,130800,227400,160000,149900,227500,197700,141200,153000,324700,228400,166400,162900,170000,175500,254300,166400,183100,171100,194700,207700,256000,202700,384100,207800,208600,204800,247800,228900,201200,194400,209700,205300,238200,236600,312200,295100,215300,185200
15,1200,2600,4300,5700,6700,9000,10800,17500,12700,16700,25300,18300,19500,24500,17300,28500,43900,44600,47800,34100,37300,39500,41200,54000,47800,60200,81200,54800,55200,48800,62000,58500,62500,48200,68200,66800,78700,86400,84200,112200,60900,1.8027e+06,90900,145900,89700,90300,119700,90300,118200,133300,103500,85800,108700,115400,121200,88900,127900,112300,141000,129400,125200,142200,147700,273100,155200,135700,163100,164900,199400,151800,207500,160400,172400,178500,161400,168100,221400,194300,228600,191800,180200,187100,164200,145100,231700,269400,323700,233800,217900,241600,220500,344000,343800,241100,314000,228300,224900,216600,245400,230800
16,1000,4200,6800,11100,21100,22800,17200,25900,24100,29600,32100,31500,65700,22500,38600,59800,30100,50600,39500,29600,51700,64300,38800,60700,78300,57100,45100,46600,50200,64900,62500,62200,77900,90400,73900,68300,94500,78100,70600,98800,127700,127500,85800,84800,125100,101800,93700,101700,108800,176000,169200,101300,104600,116300,125200,118000,138100,134400,219600,153400,189200,132800,107600,127600,136900,154200,155300,155000,130800,265300,184100,277800,273200,288400,241900,169400,192600,314800,312100,178900,197600,146300,215000,197700,190300,286700,170400,216000,358900,352700,266900,255300,207900,253100,215400,219700,242500,211200,265800,242400
17,1300,2400,4400,7900,17300,9100,13900,26400,30400,10800,16900,19200,33200,27100,43500,49500,49800,31200,34900,38600,50100,62300,49000,43200,47000,40300,35000,52600,52300,94300,74300,58500,69000,68500,64000,76500,99300,70500,76400,79100,95100,86100,84900,101600,90400,92300,160700,95000,113800,137200,111200,135900,153800,127900,164900,202200,300700,250000,159000,151200,138300,161400,120700,169200,144100,148600,163200,146900,231700,178200,181300,170500,147300,297600,303200,182800,173300,367900,191400,285700,180900,305500,197900,200800,327300,140200,311900,332100,338100,349800,334300,366400,352000,353700,213600,265700,385200,235100,260900,256800
18,1600,3500,6100,9000,9900,11600,13800,15800,18300,18800,22200,23700,24700,27800,28800,54600,45400,31400,28400,40600,42900,47000,45600,46800,53200,45900,79800,57700,53700,71300,65300,71400,71800,83300,48300,71200,125800,65900,77100,120400,94900,146100,140000,126000,92200,157900,111400,116100,161900,130900,108100,112500,115900,195600,124300,111700,123800,143900,121000,139600,211600,136900,128300,224500,247400,232500,252600,247200,252900,245200,288800,249800,164700,196400,361400,230100,168300,182400,204300,203100,178000,793000,225300,192000,185200,129200,200200,199500,186700,198700,200300,227800,362000,392900,336600,229700,229200,297700,452400,255400
19,1000,2000,3900,8500,7300,13700,12200,13600,15300,21300,17900,36000,19900,30500,52400,53800,34100,34500,39000,50300,43200,49700,42800,54500,46600,46400,76200,55100,94400,74200,58000,50600,58300,69100,166300,74600,70700,77100,80400,68100,69500,112300,88500,119200,111100,94500,151600,107000,112200,163800,197100,119700,85600,114000,118700,137500,96800,132700,210500,126200,135000,132500,168800,116000,147600,144400,151300,147400,167500,277800,160400,158900,159100,251500,175000,302000,139400,178000,165500,215700,292100,183000,190500,114600,186200,214900,601200,214800,208300,352300,332500,223500,212300,204900,210300,233300,270600,278200,231800,232700
20,1100,2400,3800,14400,11800,24600,37700,12400,14600,18500,22400,18900,24700,26000,29600,20300,25200,31500,33500,34300,41900,48600,45500,78600,85700,54800,49600,57000,61200,85100,82400,75000,79100,67100,48700,70100,74300,71200,97200,73100,81800,156300,80600,102700,119900,150300,89400,95000,115300,72600,74600,172600,173200,184400,119500,106000,121100,122000,109000,206600,422300,143000,151000,130000,140200,142000,134400,145800,236400,142800,168000,889000,239200,171200,168500,165300,162300,256200,285100,177400,192300,142800,122000,136500,217500,319100,327200,199300,227100,209700,204400,353600,217300,228600,234700,234400,222100,230900,247400,242800
21,1200,2800,4300,5700,6500,8500,8700,10900,14100,14500,19000,24900,45800,27400,24900,26500,51900,34300,36100,49100,51100,44700,40700,43500,53800,44900,48600,57500,57700,66800,100900,77500,60600,75800,73200,144400,83500,92400,101100,102100,133400,82600,88400,83000,88800,86700,99500,101200,71200,106900,123800,165200,148900,130200,193900,138800,115400,130200,124000,124000,1.7385e+06,131700,160000,137900,145300,147100,139600,134300,99900,154300,163400,150700,182600,158700,180200,168600,130200,183000,244300,181100,176500,178800,217200,192400,199400,207300,220100,221700,212000,257200,242800,236300,233300,231900,1.9427e+06,189500,206900,245800,269600,221600
22,1000,2100,4300,5000,7500,8800,10200,12100,14400,15400,16500,18400,23100,24900,26900,27800,28800,32000,67500,33000,34800,55700,47100,52700,45000,56500,56100,83700,65800,54700,56800,90200,76600,131000,87800,68700,74100,70600,92400,77200,123400,104900,136700,87000,86800,89900,96100,96800,142000,122600,123900,148000,121000,136800,634100,550000,239500,224300,204100,141900,224700,129200,130400,132000,138900,133100,250800,165500,190800,322500,187700,191000,227200,225900,217600,177600,161200,244100,232100,210500,211700,338500,195400,247900,237200,256800,287300,214700,212300,239600,264600,220400,241300,240900,250500,211700,272500,251500,206100,264900
23,1800,2500,4500,5200,7400,8800,10800,11300,14800,17300,28100,21900,28400,33800,26900,28300,57800,32200,34700,34700,41100,48300,40900,41500,43800,52200,52200,58500,54700,55400,59000,60300,61600,83900,73900,69300,66700,72600,73300,84900,81400,124700,107400,97400,141300,110200,88300,90300,95100,110100,99300,111000,228900,127800,161100,145700,144400,140900,135400,146200,125800,206500,168600,132400,162100,132900,136900,136600,149000,152600,146800,145200,218200,163100,268900,461900,309900,187900,178500,186700,188600,215000,203200,238000,287100,197900,189900,320300,258600,193500,212700,365400,284500,325500,484400,320200,230300,253100,358500,259400
24,1200,2200,3600,5400,7100,7900,10200,11300,13400,26400,17100,18600,22000,23900,25200,35200,33400,33300,45400,121900,182200,50300,63100,55400,58200,62500,75700,71600,63800,53800,80200,71800,74200,65000,184600,67300,111500,127400,143000,104400,83900,81500,84400,107300,151200,94400,93600,158400,104200,122100,170200,135700,103500,259100,131600,195900,139800,269400,119400,144400,118900,143700,132500,166600,173100,151000,152800,215500,181900,182100,186600,175100,361000,175200,200500,184900,185400,167300,188900,387900,393000,252800,286100,192000,221200,323100,203600,207500,396300,230200,316300,265900,213700,262100,241700,228300,319000,1.3214e+06,380900,284600
25,1400,2300,4800,5400,8100,9300,10700,12500,14600,16300,16900,19200,23600,22500,25500,26900,29500,28100,32300,34800,39000,53500,42600,46800,43400,48000,48800,59500,79800,58900,50700,40000,337200,69700,70500,47100,84800,67000,73300,75100,92100,80400,95500,100700,92300,128900,92100,112800,124900,212100,112800,122800,189600,114500,116600,135500,176500,149300,167200,189400,208800,144100,186800,134000,157300,157900,177600,138300,257700,158500,178500,115600,183600,124200,148400,187400,216200,169200,193600,407200,247000,270400,241800,188700,197100,196000,284200,140700,206900,189600,202400,226900,229800,333800,216800,333900,241900,236200,233800,232200
26,1200,2200,3800,6400,8800,12900,18200,14000,15800,14900,11800,14000,18800,24400,28300,32400,24300,37800,77200,30500,26700,41800,38400,55700,43500,38500,45500,52100,82900,95700,55300,58200,55000,64500,72100,69100,92400,105600,78000,79100,82000,85700,192600,101700,86000,88800,91100,94900,98200,134600,137200,145600,113700,108300,119900,132100,114700,158200,123300,129700,121500,128600,159300,135400,132200,158800,151900,158200,138500,147300,155500,188600,168800,165100,167100,213900,166600,218200,337900,214300,211100,218100,195200,212400,129100,190400,183200,212500,191600,206100,207400,233000,265800,324700,240000,343700,344600,254300,238300,247000
27,4400,4000,4100,5500,7200,7700,9400,11200,14300,16000,18500,25800,21500,22500,24800,21300,28300,25600,30000,34000,34500,36400,44500,36900,34000,66000,47000,68600,53900,60300,58800,53600,68300,61200,68600,81400,88700,73900,131100,88500,79100,92400,111200,106900,89800,89900,104500,89900,76500,97900,128100,101900,87600,108000,121100,123100,113600,123200,184800,119500,123600,118900,129700,141200,158300,155700,132600,146600,135100,155600,147000,157800,116700,185700,197300,198700,238600,146500,205900,135700,132200,159800,145400,129400,193600,148600,287000,230400,196300,150700,224700,279200,229100,249900,244700,150100,235400,236500,238300,231400
28,1100,2400,3800,5600,7000,8500,9300,13600,17400,19800,19100,25300,27500,33800,20300,20600,22800,30300,30300,34900,35100,57900,47800,46500,42100,38300,45400,72800,54000,98100,53100,75600,64800,68800,81900,105300,82000,123300,137200,142600,145000,156100,136900,145300,157200,153400,153400,168900,164200,123200,111800,98500,109000,104700,119900,125900,121000,116500,128400,130200,117300,138300,242600,173400,140000,236000,246300,322900,187200,105600,252100,184900,129600,183800,169400,125700,168700,296700,307300,292400,307700,305100,195000,444800,221100,227400,231800,190100,235600,224900,227900,257000,222700,245500,345400,261000,255300,237500,254500,229000
29,1000,2400,3300,5000,7100,7700,10700,12500,13900,15100,23400,17400,30600,39300,20000,26800,29900,26400,38500,39800,36700,63500,42800,50300,44700,59900,55600,51100,88200,57300,57100,70400,57900,63300,65400,60300,66500,69000,75800,91000,97100,87500,82500,101000,89600,85000,106400,96900,100000,173100,185500,194000,103200,126900,109200,114300,130100,148800,163100,209700,221500,216500,221400,139300,227500,245200,247400,251800,257800,262100,180100,179300,141300,263400,276300,283800,271900,281400,282200,307600,203000,183600,190100,192700,186000,202000,204500,195100,323900,323200,354700,331600,338100,388700,210300,219000,233700,373700,386700,387600
30,1700,2400,3300,13600,10100,13300,8700,20800,21300,25900,27800,43900,43500,42100,47900,44900,60100,23100,64700,34500,49700,35600,27900,41300,58100,52500,52700,53000,63100,58100,62800,62300,183300,115700,110200,114700,116800,131500,126600,134700,139500,141400,148700,151700,150500,154500,114900,100700,95600,89000,98300,103600,180900,180900,195400,114900,78000,143800,111000,142000,139300,131100,141300,242700,224000,241400,234300,251300,244900,252800,250200,262200,268200,270200,267500,158200,219500,185700,177400,186200,183000,200600,176800,210900,228700,178100,210200,336500,328200,340500,351300,205400,357000,346800,345900,347900,345900,222700,290400,277500
31,1100,2900,4400,8400,6800,9200,15300,11600,24400,22200,11000,12600,21100,16800,17100,47200,28400,48000,52000,44600,38100,40900,43600,42900,58200,48100,48200,51900,58100,67900,58700,59900,58300,112200,130000,112000,123400,119500,143800,126400,131100,159600,141900,146600,170700,153300,158500,176600,166100,115700,104600,115600,116100,102000,106900,141600,103600,126700,101100,182100,131900,145300,160100,233800,223600,237600,245300,247300,253800,252800,245900,276400,253700,276000,260900,276400,275100,463600,250600,220800,211000,190100,152600,186100,188800,195300,191200,194900,203400,199700,208200,211000,217600,210700,223900,221400,215500,219500,232200,232300
32,900,2400,3400,5400,7100,9200,10600,28700,24100,35800,24500,23000,37500,26000,30200,33600,31800,40400,33400,30500,31200,39700,37700,41400,47000,50900,38500,50700,40500,55100,44600,44800,62100,61300,65200,69600,72600,92900,60600,102000,60000,136800,88700,63300,61100,63100,112200,88700,76600,102100,134600,82400,190900,102700,206200,87100,127000,81000,142700,98900,138700,129700,137400,105500,251900,140600,180000,220800,147600,194500,127500,195100,166100,159300,169700,269100,273900,278300,280500,287600,292400,293700,312500,304600,307900,314500,311600,325000,340300,204900,213600,222200,230900,220400,196300,242400,260300,243000,257900,223500
33,1000,3700,5500,6800,6000,17500,12100,11400,15500,15700,16300,15600,22900,22400,23400,28700,22200,29800,31300,33000,37400,38000,41100,38900,77400,44800,52500,53500,48800,91600,99800,118400,102800,104300,120600,123900,124800,120600,123600,133900,127800,143300,158000,151500,141500,142100,65100,170400,81700,179100,87200,93500,95200,119900,182400,142100,201600,208800,204600,140400,115100,131600,179300,221800,225600,148000,139300,154300,121100,146100,201900,173600,173300,176800,179800,205900,182900,194200,271800,194600,205900,198500,181000,274700,205800,215500,232800,183900,212800,185800,221200,220200,324800,384000,359300,347400,274100,275800,253000,262200
34,2100,2700,4500,6800,10200,7200,17500,13300,11400,16200,13600,25100,14900,19900,17400,24800,19100,33300,32400,58300,61900,73600,70000,91600,74800,77800,81100,91100,100500,90600,101900,84600,101500,48400,62600,73500,79300,73300,91000,83200,91700,80500,74600,97800,95300,79400,109000,86900,111300,99000,178700,195000,179200,177900,202000,188700,210800,123900,130300,141500,219900,210700,222400,246800,225200,252500,237700,154900,241100,256000,249700,278500,259800,286600,285700,179000,172500,183600,279000,306800,208100,188000,209500,197200,192900,238600,274000,215900,221400,231200,226900,207800,231000,255200,204300,207900,242200,206000,231700,206400
35,1200,4200,4000,8400,7000,8400,15900,16200,18400,20200,22400,20800,20200,26500,24500,18400,36300,23800,24300,25200,28800,34600,39900,43900,40300,42500,46100,46500,52900,55500,67600,45500,58700,63500,57200,104100,134600,83700,84000,81000,88300,95600,77200,94400,80100,138600,162900,156700,159700,168200,185600,180200,185600,199300,186600,212700,197100,197500,144300,106700,132800,212900,228100,221400,239200,178100,255500,255000,253700,261000,254700,266400,262400,278000,262300,286200,282600,281500,311000,290000,306400,307100,292500,323300,316800,269300,265700,217700,223500,333100,354400,335300,360900,367600,352700,351100,379300,367800,367800,370500
36,3400,2400,4000,9000,11700,16000,18800,30000,30300,30600,32500,45100,34200,47500,44300,54900,51500,50700,51100,53000,60000,74800,68300,77700,75400,82700,82900,84000,90000,90100,55600,68800,89900,71900,66900,75600,65900,127700,52300,73800,81100,96400,100800,94300,160200,96800,174200,66500,123700,109500,99200,113200,196400,105900,136000,116400,155000,135600,157800,164100,143400,126900,165600,106800,149000,181700,156900,146000,132900,174500,197200,133600,169600,162400,179700,209400,116600,144800,179200,207700,198700,177900,214400,199600,199900,203700,207800,205400,202500,217400,194800,337600,355400,351600,344800,363600,370700,357300,488100,289200
37,2600,2800,7300,10500,7800,8800,11100,13000,15500,21300,23500,19600,22300,24700,25400,39000,28000,35400,27100,32400,34900,42800,51200,45000,53400,47300,48500,52600,88000,107600,102400,138100,113300,64800,64400,86700,86100,76700,89400,92200,90100,143100,146400,137500,150900,151200,151900,155700,160800,166500,119400,110100,120600,102600,112100,125300,132400,120400,165100,133000,133500,142100,126100,135300,127700,143700,161400,162500,140800,137100,170800,161200,149000,172200,160700,186100,175200,205700,207100,194900,194400,191300,302000,162100,154100,234800,332200,324300,129400,134800,229700,342200,350500,365400,350100,354200,369800,370400,242400,342000
38,1000,2900,3800,5300,7400,8600,13000,13300,14600,15300,17900,30100,42800,22300,32400,31200,49100,33200,33200,40000,36800,43200,42100,56300,48200,51900,54100,66700,54700,59800,72700,60500,58400,44600,48000,51000,65400,154500,77300,140800,91800,85400,91000,90600,141900,102400,106600,103200,110700,112200,185000,116800,122200,126700,109400,129400,128600,122800,98800,200800,223400,210300,129900,218800,146500,164300,142100,253600,240600,147300,110300,97900,186000,176900,169200,173300,322600,165900,170100,203200,197300,143100,178700,195600,234600,221400,209600,212400,223300,208900,213200,201500,199700,202100,199400,209100,211900,227200,218300,224200
39,900,3600,5100,7300,8700,9700,11300,11900,14400,14800,15100,16500,18600,18600,19400,24500,28000,31600,33000,70700,49400,41200,44800,45100,45100,62100,50000,47300,57500,161900,57000,85400,80900,63000,70900,57900,50100,67600,119600,75300,143200,77900,138900,85900,64300,64700,98900,66200,64100,105100,125700,130600,116400,117700,116300,158200,121800,131400,78600,245200,163100,138100,123800,156700,131900,128300,231100,128800,176100,155700,163100,169900,168700,149200,210800,178300,270900,207700,208600,172100,180100,201200,183900,184100,213100,219200,193200,342200,245900,235200,249500,239800,366300,223500,234900,222000,213200,332100,224000,183300
40,1100,6700,11000,15300,10100,20100,17000,19300,30000,30200,37800,42400,42800,43200,66200,50800,52300,29900,33400,36500,33000,52200,40200,72700,44500,95600,79900,102400,97700,41300,92500,89000,62000,108700,65800,68300,71900,94700,125200,92900,88700,79200,83500,98400,73900,113900,95200,117500,71300,101100,110400,132100,104600,229500,147800,127900,128000,138400,116400,95900,129700,174300,146800,146700,131900,160300,152400,180700,132700,162600,148600,175500,148000,144500,189900,175200,172800,165300,168300,193200,215900,184100,389000,329800,314500,206500,217100,229400,222700,275000,364100,385600,363700,425800,432500,472000,294600,410800,240600,233400
41,1300,4200,6200,7300,5700,15600,16800,30300,32100,24900,18700,20000,23700,23500,24400,29400,48300,41900,36000,71800,76400,87900,65800,47800,42400,52600,48900,59800,72800,59100,54800,59000,59600,66000,97800,74600,79700,122000,77400,64700,142900,135300,140300,166100,145500,160900,175700,153900,163500,189400,174500,179000,180400,185300,195900,196400,191500,214200,137600,168600,150900,127900,152900,147700,162900,172100,173600,154100,163200,187500,184200,171600,277500,184400,167200,194700,153400,190500,189800,176200,183500,213900,257300,235000,279800,324800,338300,325500,337200,338300,330700,344000,353900,354500,368000,391700,368600,370600,384200,399800
42,2800,3100,5700,6900,14500,8300,9300,14900,12000,25600,18700,20200,20200,25900,24800,22500,25500,26500,31500,48600,51200,37800,70400,48900,44200,61700,85300,109600,87400,88600,94500,120300,100900,106700,70400,77300,88900,67500,77200,57900,85200,68800,114300,126600,131500,134400,132600,119800,109800,130600,117700,124600,114000,108500,142900,109000,122500,141700,123300,135800,150000,118800,139500,138600,128400,153100,155000,157100,153000,172200,171400,193500,280900,178700,192100,127100,185400,180600,155400,177900,177300,209600,197800,188400,174700,212500,220600,213500,207300,324100,226700,300600,235900,351200,349600,352000,359500,385400,363800,381100
43,2000,4000,6200,8900,11000,13000,16400,31300,21800,23400,29300,16700,46700,45900,51700,60100,29900,31500,38000,43900,36400,44100,46800,46600,56900,47700,53700,57800,59100,56300,56800,66900,68400,66700,71600,84600,74400,77700,92300,87700,90300,97000,92700,92500,155700,160300,165500,168200,190600,164700,106300,162000,163400,188400,192400,203100,206400,208700,209000,207800,213200,223500,225600,221700,246300,238200,162600,156800,250700,249100,247100,250200,199500,190600,205200,212600,177900,181500,195100,204500,196800,199900,215100,189800,222200,207100,226700,223100,223500,244500,273900,241400,234500,253300,251000,255800,245700,248700,244000,260400
44,700,2400,7000,5800,8200,9100,10200,11500,9700,19600,17400,19100,21800,15000,44000,24400,31600,24400,43900,38700,36200,40500,46800,57600,49300,76900,57200,63000,53500,65300,53400,57600,53200,60600,64000,82200,65400,70300,76400,107600,143000,87600,85500,88800,93000,86700,158100,92600,94900,103700,104600,151900,153400,130200,100500,111900,139300,165500,76800,142700,131100,212600,221200,224900,238900,156000,152000,162300,158600,156100,176800,165000,183200,159400,171100,185900,192400,175900,1.6425e+06,206000,215100,204100,217200,190100,192400,210000,206200,230300,249000,233700,193600,238300,213000,233500,204700,387000,2.3721e+06,373300,268700,264000
