Iteraciones,Tamano10,Tamano20,Tamano30,Tamano40,Tamano50,Tamano60,Tamano70,Tamano80,Tamano90,Tamano100,Tamano110,Tamano120,Tamano130,Tamano140,Tamano150,Tamano160,Tamano170,Tamano180,Tamano190,Tamano200,Tamano210,Tamano220,Tamano230,Tamano240,Tamano250,Tamano260,Tamano270,Tamano280,Tamano290,Tamano300,Tamano310,Tamano320,Tamano330,Tamano340,Tamano350,Tamano360,Tamano370,Tamano380,Tamano390,Tamano400,Tamano410,Tamano420,Tamano430,Tamano440,Tamano450,Tamano460,Tamano470,Tamano480,Tamano490,Tamano500,Tamano510,Tamano520,Tamano530,Tamano540,Tamano550,Tamano560,Tamano570,Tamano580,Tamano590,Tamano600,Tamano610,Tamano620,Tamano630,Tamano640,Tamano650,Tamano660,Tamano670,Tamano680,Tamano690,Tamano700,Tamano710,Tamano720,Tamano730,Tamano740,Tamano750,Tamano760,Tamano770,Tamano780,Tamano790,Tamano800,Tamano810,Tamano820,Tamano830,Tamano840,Tamano850,Tamano860,Tamano870,Tamano880,Tamano890,Tamano900,Tamano910,Tamano920,Tamano930,Tamano940,Tamano950,Tamano960,Tamano970,Tamano980,Tamano990,Tamano1000
1,5600,8300,10600,11800,32000,25000,34000,26700,40300,29500,41000,81900,79000,42600,58400,427700,76900,73000,74400,102000,132400,120400,99300,72300,92600,115800,83400,73300,85100,71900,71700,110100,115100,129800,138500,135600,128900,142100,161200,146000,172400,164200,261800,205700,191600,240700,210300,242000,156200,288100,261600,229000,213300,229900,330900,338300,200600,206500,220700,239300,286300,255700,371200,292800,232500,273100,279100,252900,311500,374700,319900,462100,343100,484500,465800,476900,457600,324100,399400,311800,356600,328300,537400,552600,541100,355900,524500,534000,530100,568600,608600,418700,389000,396900,369900,329800,586000,620000,626400,611900
2,5800,23000,17000,19300,32700,34500,35200,41500,58200,34600,66800,68500,105900,101200,97400,104400,104800,125900,105800,98700,105900,104300,89400,100000,162500,194600,106000,113200,111300,122200,186900,188700,197900,203300,216500,148700,142900,138900,140300,145200,142800,158900,146100,135700,157200,165600,200500,223800,295000,204200,423900,222800,580600,245500,188400,189100,216800,240700,232000,238100,266000,371000,382600,402400,377400,383900,390300,414800,507200,443800,284300,251900,261300,280300,311800,308600,436600,452300,425300,487800,503200,507300,526300,507800,477000,366300,400300,433100,405600,547700,564200,611000,606400,785200,594500,602000,483700,349700,423500,294400
3,3700,6600,10000,13900,22400,45300,44400,50100,63000,24900,46100,43500,54400,56700,53800,69900,111400,112800,114900,71900,82400,123900,142900,84300,90300,123900,116500,134400,180500,162100,109100,127800,132400,242600,216000,159500,149100,200600,233300,244700,243400,184800,186800,196200,181200,222600,203000,319400,302100,218400,215100,285700,174800,279300,191300,188200,216100,214500,272400,347700,281900,234200,260000,289200,236400,271500,247300,260800,348500,271300,401900,323400,430700,473400,470200,331200,336100,321800,393900,471400,464700,435700,552600,483300,540700,533100,537700,533600,550500,552900,326100,376100,405800,366100,372500,407700,413500,519600,586600,397400
4,8400,17500,27100,22100,46500,41700,28000,34200,64000,42300,35900,42500,49700,50500,60100,107200,91100,77900,74300,69700,74100,78300,90300,63500,107600,165500,159900,128600,123900,236300,199900,183800,185900,152300,164100,177900,103100,232400,209200,136400,162400,280900,266200,161400,195700,269900,278500,281200,287000,285400,333600,333900,324300,336600,319000,260100,139800,218300,360000,366600,367500,371900,258000,361000,172800,276900,250300,291500,261100,434500,264600,267500,264900,289400,279600,194800,286800,277200,311600,309200,293600,375900,462600,495600,292600,323100,330800,546700,519400,548100,543600,555300,360700,575900,603300,499700,415800,499700,288600,625200
5,5400,10800,17600,21200,23800,21800,19400,48700,34400,49800,39500,42100,112200,55000,71200,46600,103800,120600,132200,65700,81200,72800,80400,133300,144900,167500,153900,171100,171100,200400,164200,200400,224000,202900,124900,137900,240000,182900,130900,154500,164000,255100,129100,254400,157600,116100,291600,277900,282700,204300,345300,454700,406300,180400,217300,308800,164700,307000,272600,369000,235100,371500,289800,410600,386000,438700,465500,313800,356700,315300,269600,329000,378000,311600,470100,460200,468400,448600,498500,505100,432800,456300,331100,343100,521700,524600,520000,572000,373600,245700,632000,822400,495500,586300,535000,583900,393100,628200,599100,474300
6,3900,6800,17300,16500,19700,25500,26700,41300,40000,38300,57800,56700,51200,44900,41600,57000,50000,82200,72600,62700,74200,76200,101800,95000,95800,121100,92600,114300,98600,135800,121500,127100,85900,158700,89600,225600,155200,165400,130700,124900,148100,160700,157400,151800,291900,259900,274300,290900,278800,306300,323100,356800,295200,358300,253600,273200,344800,349400,355100,283300,387400,376300,376200,383700,386900,401500,374900,394900,419700,283500,328800,319800,289200,247400,275900,278700,278300,329900,377100,318100,308800,313300,319300,320100,328700,332900,319200,355200,582500,419200,386300,427000,369100,524600,583100,589500,581300,620700,626000,600300
7,18400,11300,18900,36300,31600,39100,38000,70400,43000,44100,39700,48800,58300,66200,69600,70500,78700,71800,79800,68800,86500,124100,143100,128000,138100,180800,161500,175300,179300,132800,102500,105900,106400,132100,179900,195200,197300,158700,138900,144700,168100,259300,167200,161800,155100,180600,167900,162000,180700,178000,220800,229100,163300,202700,193900,250300,236100,271300,297700,264500,355000,231800,178400,269200,242100,292800,296900,259600,280100,265700,299400,321300,294900,304600,302000,316600,359800,296100,340000,373700,378400,430500,417500,568900,522500,516600,512000,535800,259200,349400,320700,367600,583300,544400,575500,294800,454000,413600,387200,376500
8,3500,8400,7800,22300,26700,26100,34400,49700,59000,41700,57200,48700,54900,85100,86000,111500,104600,85000,85100,90400,91800,97600,107700,132600,138700,175400,145500,163500,126800,131800,112100,160300,123600,125900,135900,131700,135200,152000,191800,151700,172000,176000,170900,284700,173300,201500,197700,289000,286900,330400,212300,229500,215200,235600,195800,215800,207700,215100,219800,226600,235000,218000,239100,239600,298100,293600,400400,384700,422200,427900,447600,465500,219100,449200,446300,298400,350500,345300,364700,380500,322400,472500,371700,408300,494200,415800,358600,375700,335600,328400,341900,369100,581100,349700,564400,622600,572900,455700,334200,400500
9,3400,6700,9900,19200,17000,41000,40000,51200,59000,72500,60700,72200,91400,95100,112800,45200,58400,67600,92600,66200,76400,75400,78900,135100,124400,145700,90800,92400,111400,109700,108100,109400,121700,119800,125200,143200,123900,137200,148300,143600,146700,175300,261200,175600,188400,166400,182300,205800,260800,182500,218500,215600,219400,203400,217000,210000,205100,220000,223000,257800,240800,225900,249100,270900,390400,394900,196700,250400,441600,270500,297500,284400,422800,410300,280000,292700,281200,305900,287600,306400,303100,301300,324600,317800,323900,346300,358200,380000,526500,545900,542900,545300,551000,556000,555400,569100,562600,594100,610200,595300
10,7500,7100,13600,15800,21700,34500,26500,40400,60500,68200,45000,53100,63300,71400,50900,66200,76300,83300,83300,76700,156000,90800,119300,122500,102700,195000,125800,129300,118700,133400,135900,129500,126100,140400,136200,165900,139300,142700,133600,149300,154900,156500,158100,160100,162200,151200,177700,301100,308100,296900,322600,337600,348300,309700,348400,212100,219500,216800,235300,398300,379600,349700,364700,244100,352500,270900,325900,242500,300300,271900,277400,277000,280500,283100,278800,295400,281600,301800,293700,315800,324500,389300,329400,516500,409500,519400,517800,532900,548000,543100,545600,380100,352900,358900,369600,605200,500000,435700,362700,445500
11,40800,17400,18400,32400,38800,34400,48600,53200,59600,55900,66100,77000,83700,85300,95000,96700,57700,117100,124700,115400,69900,93100,72200,97700,93100,111300,94700,104100,100600,117900,111800,113700,124000,122200,123500,134900,138800,139600,135500,157600,144500,345200,155800,194600,155600,157100,365700,197300,192400,164100,265300,156700,333900,311200,259300,234700,348200,347500,356600,314600,363800,239800,278600,264600,208800,265500,279600,342500,288700,327700,267300,431400,426700,471200,462200,464000,508000,502000,463300,458000,660800,303400,291900,411800,352000,415500,386900,356800,339700,346400,343200,352300,581300,568100,576900,576300,572800,957300,356700,364700
12,5100,8400,19500,15300,10700,25600,22800,37300,47300,40300,42000,46400,58500,63700,52200,63200,62900,72400,64700,61600,76800,101800,88700,76800,88200,113200,87100,101200,99800,128700,81800,106600,111800,125800,123900,118500,128800,136700,129300,154700,160300,160800,158300,276700,258700,188300,133200,206200,212800,211600,234300,242300,269100,250200,211200,218900,206000,249500,218700,208400,237200,233900,240900,242900,233500,254000,240000,253300,262600,341500,221600,381300,447400,485900,282400,479000,455200,468800,466700,484500,491500,508900,482600,493300,524400,308500,346700,286200,328700,562200,552300,373100,371400,363100,354300,388300,377100,372700,379100,379500
13,8900,7700,12900,12900,21000,24600,53100,37200,54200,39200,42400,39700,43000,67500,59100,62600,65100,75200,70300,64800,49800,87400,62400,90600,88600,116200,131000,202100,153900,114500,144100,122500,121500,160500,107800,170400,177300,140800,135800,151500,145400,173100,176000,152600,174700,166200,185000,287600,307300,180400,222100,213200,211500,218400,192900,235700,287800,234000,222200,246900,218000,208200,220600,246900,238900,236300,246100,279700,415400,277000,296500,428500,316000,317300,303700,338200,343500,207500,198200,296000,301200,286300,328000,311700,230100,294200,322100,338300,305000,557200,553700,325800,689800,380700,235600,582800,370600,378100,383800,379600
14,4500,7500,13700,13500,24200,22200,24700,48400,42600,31500,38900,46200,66000,63000,58600,78100,78500,72600,79200,74200,87300,76700,82300,83600,94300,129900,98800,174900,167400,190300,180500,178700,194900,210700,90900,166500,130900,141800,113200,165000,136100,172600,174900,154600,197400,169600,192600,175900,157700,278300,326300,341100,328800,317000,313200,346000,337400,346800,263100,275100,226100,237200,249700,253400,234800,247600,240700,255600,329300,365500,298500,311300,273400,302400,277900,266000,232200,295400,428800,487600,476600,515600,523500,338300,313500,326000,325700,385200,540200,538200,544800,388300,388500,542500,379700,496900,443300,477100,516200,464700
15,3300,6600,11700,18200,22700,18900,24500,49700,43300,50100,44900,85300,51800,55100,52200,64800,78600,83300,108500,75500,78900,72700,118500,115100,133000,133700,114600,123300,144700,127300,146300,138600,182800,133000,136300,145000,113100,179900,154300,149600,167400,209100,185400,246900,162400,175100,208800,198700,212900,231100,211400,275800,229900,206300,228700,205500,255700,239500,236200,219200,182500,227800,231000,247900,228300,271100,295700,408300,321700,352000,448900,275800,341900,278800,268000,314600,309700,370500,268600,497500,494900,499000,320800,451500,387400,389900,539700,407300,356800,350400,422700,347500,366500,346100,256700,281200,362100,381700,484400,450400
16,4100,11500,12000,13000,36200,34000,34200,71600,39700,68300,43300,65700,80800,87100,92500,90800,98600,109000,65200,70600,95600,121600,72700,79300,152000,116300,95600,121300,143300,154600,143400,159900,74000,175300,130400,91800,132400,153400,137900,152100,150800,153600,175800,140400,170200,215000,279600,189700,185300,290500,269000,332600,237500,192000,283200,274300,291100,222000,218600,231500,326400,223100,379100,287800,273600,264500,414300,296000,352200,265400,317200,286000,307500,305700,272500,303600,270300,271000,297600,289500,315400,328600,314700,327300,352500,373200,347300,556000,527900,400900,532700,567500,563000,476700,573600,599300,595400,597200,373700,535600
17,6300,5000,14900,29300,28100,26100,23200,48600,47300,71300,45100,49200,78500,90600,90400,105100,102000,98500,110600,106000,126900,103000,115200,97100,77100,134900,119100,124700,119500,132200,101800,161700,195200,219600,190500,220700,214900,220800,216900,242800,252000,244800,160000,283100,189900,190900,163400,215900,199700,183900,272800,300500,228100,214000,239000,249000,203100,229600,220000,235000,225200,230900,312400,249900,263100,398700,300900,286200,324000,259100,436100,433800,442800,449200,450900,470600,436700,446900,471700,316800,369800,392900,507600,320300,549600,340100,361400,331100,352800,411100,414100,393200,343100,356100,361000,382400,422200,398300,402400,388500
18,4900,6700,8500,21700,29100,30700,40500,48800,56700,77800,62500,63500,78800,88500,87800,95500,74500,69700,67400,62400,77900,116700,111200,89700,124400,112600,93100,105000,146100,97800,132400,103900,76000,123600,133200,178500,165100,154500,135900,154300,160800,176400,197200,153800,159800,160100,177100,174800,327300,201800,283600,225900,332700,219600,228700,334600,478200,242200,240800,522200,532200,300100,378600,249900,273100,405200,346800,407400,320800,316300,335300,291200,433300,483200,200400,490000,507800,499200,467600,485700,324300,327200,328400,329400,318600,334900,328900,335500,521300,552800,545800,575600,348700,568100,567100,361400,459400,394700,603400,360600
19,3700,7800,21100,14600,20000,24600,25500,50100,42100,40600,41200,42000,109300,52900,87100,64000,65800,68300,82700,72100,58300,85700,106400,107300,89600,120500,102100,118000,90200,120000,207000,196500,194000,206800,201700,237300,224500,253200,222300,266200,235000,276700,269900,193100,163300,242500,198800,196800,189200,184200,247300,244500,256900,255800,199400,312600,281300,226000,239400,225900,235200,220400,243400,238500,243900,439500,401600,321700,411600,412300,426700,322900,320500,323200,282900,320900,305800,293300,302200,310300,337000,334400,348000,331800,393400,342300,485800,327200,330400,340000,339700,353900,354100,358100,347900,366200,370900,383300,379100,367500
20,12300,7800,10400,12500,21100,41800,37000,48400,41200,50300,72000,87200,82700,69100,84800,75400,82700,81200,79200,72600,108900,89100,129400,90200,106400,116000,110500,101300,106000,125800,101400,121800,130200,142800,162500,152600,173500,152400,146500,156800,169100,161800,181300,163700,171300,172400,171600,179400,198800,186500,219200,224100,243800,226500,242300,239200,258300,365300,242300,328300,188500,286700,468900,468200,290600,188000,285400,253000,430400,424400,1.5571e+06,350000,366500,314700,398500,298600,349100,383700,326000,335400,325800,356100,320200,342000,460900,339800,350500,410100,326200,681900,677300,598300,560400,561900,566900,577900,613400,719600,438100,374200
21,4700,6300,12600,12200,16400,21700,22400,35100,38900,41400,37000,36100,50700,59600,61400,58400,63500,70100,64800,68900,91800,71000,119000,104900,168700,154400,114600,111100,159300,136900,113400,169200,127700,126600,121900,131700,129800,137400,134800,169300,146400,153900,221000,185900,188800,182700,153500,195600,169500,180800,223000,216100,253900,259500,218600,207600,217000,217300,223100,253600,222000,226600,444700,474600,239600,293300,335500,414000,289900,242600,273500,350500,278900,286800,447700,301700,447700,351200,416200,258400,309800,341800,508800,382800,330900,326400,315400,318800,663400,379600,437000,376400,466600,365700,594100,597200,375400,624100,642700,431200
22,5000,6700,17300,16300,17100,29400,27400,60300,56700,63200,50300,45200,56200,62100,51800,66500,64700,72000,67400,67800,81800,76000,88700,58700,160600,123100,107000,124400,141100,140000,192700,281400,144100,145900,120700,176800,216900,155800,135600,156600,153900,211100,198800,281000,203300,218900,185500,235800,208600,311300,235500,228800,234300,238000,249900,302100,215800,352000,368300,221100,378100,296500,278500,402200,407000,290100,249700,245200,415800,434000,332500,329600,270100,299500,308700,484100,392700,504200,315200,473700,518400,406700,309600,488500,333800,318800,336500,368900,347400,345200,332900,373900,380500,234500,406500,279100,278100,366000,253400,337500
23,4900,7100,11500,14600,20600,29900,27700,30900,54200,62700,38600,63700,57000,75300,64700,79600,93600,93800,84300,80000,89800,74200,83900,87700,99800,118700,108000,161400,110800,94300,111100,200900,184300,126900,105900,177000,176700,240900,216700,277100,231600,266100,159800,154300,153400,148900,206300,186900,217700,172500,217300,215700,207500,376700,282400,199300,265000,352300,361500,353000,389000,290300,271200,392800,392600,270700,271100,411600,314500,411900,471100,272500,304800,346700,392800,465300,446600,473300,492600,477200,299700,331700,361900,375800,373900,519300,528400,339600,332400,336900,338300,420000,348300,347300,381200,365800,368700,429100,367700,365600
24,4700,6600,13700,13700,39900,47000,50000,51200,69100,67600,67900,69800,89800,89900,91100,101400,97600,121000,78300,73000,84300,76200,85900,80200,89100,119500,101000,96600,102700,119800,98200,108400,104700,135000,143600,133400,135000,138400,135500,156600,150500,154800,160700,178300,158300,158200,184100,163300,191700,185600,219000,222300,240700,213300,274300,261600,232500,379600,255600,256400,244400,392600,434700,395600,370500,418300,410000,396900,404900,431700,311800,359800,506400,500500,313200,314300,214100,285400,342600,301400,308500,309200,306900,328400,327900,324100,393400,366400,540100,405300,424100,414300,358700,427600,489400,466500,607100,590400,598400,581500
25,5000,14400,10400,19900,31000,38500,29300,39700,60500,53700,47700,66700,53700,66000,53400,59000,90000,84700,59500,57200,81500,70700,72100,84800,66700,137100,149300,114400,191900,129500,137000,120300,126600,162400,123700,167800,100300,160700,244800,209000,162000,150700,134500,170500,165600,162800,168400,176900,199200,304000,294500,223000,217100,308200,929200,470600,231100,486900,210300,303500,278800,273100,390400,312600,449900,240300,339600,315900,450100,1.5233e+06,482700,453900,342100,472300,441200,421900,515800,330800,315100,270000,581200,440500,335700,407800,346700,329900,527900,543900,587500,363400,347300,441400,431000,406300,372100,355400,450900,552700,513300,397300
26,3600,8300,21500,19200,32200,49200,35200,59900,60100,66200,72600,73000,50300,64700,55100,62800,78600,70900,66900,124500,96700,125800,119100,131600,153600,128200,96100,95200,105900,120300,74100,190600,125400,161400,137400,150600,126000,229200,144000,219800,155400,162300,165800,163600,160400,176000,175200,300800,311000,295200,345100,188300,248900,325000,323300,338700,343900,364000,430300,303900,360000,362800,373800,406800,247500,286400,243900,248300,214000,423700,302200,446000,320100,290000,289500,327200,332500,290500,300800,319700,319800,328300,315600,394300,294200,301200,501100,527600,533000,369000,543100,547900,267600,240800,368100,368400,365500,367100,589000,537900
27,3800,7100,9500,18700,11100,34200,47400,56300,52400,47300,70900,86500,75600,95100,89600,119700,83600,68200,110600,143300,195500,134600,174400,171300,175000,167800,178600,99500,99300,119100,101400,104200,125700,157500,152800,119300,217800,227300,226000,331700,204500,190500,193900,268200,205400,287200,177700,201900,281000,163000,216500,230600,235400,324700,331500,267300,261600,411100,247700,369900,363300,364400,354800,392000,285300,260200,360100,275100,272800,214200,525700,530900,519400,594900,580100,606400,575900,312100,207100,301100,361200,362200,237400,538400,331900,346300,503700,389100,394000,570300,539200,594600,593700,493400,583500,368500,416300,405800,452800,599400
28,17400,6800,6500,15600,20100,21100,20300,22800,34700,48000,70400,26700,46600,53500,46900,103400,66300,62700,80900,94900,113500,135700,110500,190100,119500,152500,135400,97200,127100,196300,184300,191600,139900,202100,192200,165300,182300,155600,159000,212200,178100,171300,234700,168000,213200,195300,293900,281300,304700,210900,331900,278500,330400,217800,206100,210500,209400,329300,234800,264900,372300,281600,375400,290900,249900,408300,387400,406100,421500,417200,446900,397700,319400,335200,353900,361500,475900,274000,361200,491800,416300,541400,529100,491700,529800,430400,496700,376500,386100,368100,550300,377900,576800,605200,573500,466600,404800,394500,394300,391900
29,8700,6600,14200,18700,17400,41200,15600,34400,66100,40500,48500,43600,61200,73900,90400,90500,103100,127400,105600,92100,59800,80000,81200,114900,135800,96500,93300,85900,102800,121400,116700,148700,169800,203500,193800,209900,206700,215300,258400,181200,149600,254800,269500,241700,205000,185500,168200,291800,236700,212300,348900,332600,202900,187200,330400,229900,343600,342200,228900,236900,286500,226400,368700,243400,330300,490700,278300,262100,264400,283000,318000,423900,317900,294300,460900,468300,472200,472400,296200,365400,308300,655400,508300,480500,503000,522100,387800,526000,487300,545100,538600,470800,426700,548200,492800,392200,433500,445600,628500,595400
30,7100,9400,13300,18300,47300,30700,44800,62800,43200,64300,48900,69700,117700,93600,55200,110900,51100,103400,112200,107300,108700,90400,84300,86200,106000,113700,96400,106300,101900,161500,183200,83800,88600,126900,120300,148700,217600,230000,217100,249100,176500,216900,252700,168500,323600,336400,204400,213900,181500,185500,211000,408200,222300,223200,211500,215400,283900,219600,225200,255100,231200,225200,235200,242500,243200,258200,249900,264300,270000,206400,295600,259900,303300,530900,371100,310600,448500,479800,486100,493000,496300,532200,431900,514600,380600,552700,326200,365200,335200,584000,552700,599400,571200,575700,565200,571900,394300,603400,617300,404300
31,5900,16700,18700,49100,69800,93300,37000,58200,70800,59900,58300,71500,80300,88500,76800,66900,104100,65700,71200,130500,130900,110400,56100,101200,89800,118200,134300,111100,104400,131000,119900,115800,112400,124800,150200,108900,122400,154000,200200,179600,189500,250700,258600,190800,166400,160000,177300,184900,141500,293100,338500,291800,266300,238300,274100,298200,260500,271000,218200,259000,360500,360300,255700,377900,371400,327400,212200,332200,288400,269600,279000,305700,330800,328200,281600,283400,542200,366200,540300,480700,511500,521400,434900,278000,325600,375800,369600,333100,326300,340200,356500,339800,352000,558100,585400,573700,621700,590000,648900,465600
32,3700,8500,16600,25100,26800,35200,36400,56300,109800,44500,35700,38600,53500,54200,69900,61500,56600,61100,69100,113200,154900,117100,140800,104700,146800,163600,153200,163500,158800,170200,108500,114000,107100,177600,117900,126700,121600,140800,130900,135400,153200,148900,151300,169800,185900,222200,201500,179100,294300,199200,212300,254300,211800,201500,175100,252100,140500,502400,470600,462700,468100,481300,207800,249000,394000,474800,484600,302100,427900,302300,264900,284400,270500,306400,282200,290700,289600,284600,301700,494900,374500,349600,334100,240800,419400,375600,411700,342600,341300,555000,541600,570600,565000,388000,434300,353700,267600,619000,403500,379200
33,6700,6200,14400,8500,22400,19800,27400,35400,39000,37700,34000,31700,44100,54800,47200,66600,80900,56300,96800,73900,117100,95000,111300,145200,86900,179600,104000,132500,137800,190200,188400,206100,191400,215400,209900,208000,208100,219700,237700,239400,245600,191700,153100,158800,206200,209100,294500,177800,262100,189800,253500,239400,236100,234300,202500,208600,254100,226900,230900,239300,245500,227900,169700,299500,249800,247500,254800,248300,259900,247600,264300,260300,263600,298100,273300,302000,269800,290900,491000,478000,316600,412900,345400,328000,342100,340000,332700,338100,332000,338500,340900,342400,342300,361500,364200,358800,365100,581700,1.3021e+06,408400
34,5600,9000,16200,19300,26800,46200,36100,56800,53100,55300,63000,67900,93100,99500,78200,97300,113900,110800,115000,73900,106000,71000,118500,113600,151100,176400,156200,179900,169800,192800,189500,184000,199300,204100,201600,212300,210300,229900,227400,175400,178500,252400,201000,179900,183600,191200,192200,163500,201800,185800,218400,235600,197300,202100,203300,206200,203800,341500,320200,253800,283900,470900,236600,308900,219400,304300,281800,248400,432600,303300,262800,610800,601100,456000,634500,1.0503e+06,215700,401700,343600,377300,424300,322400,346600,524300,283000,364200,364100,350800,305600,520900,378200,467000,414200,351000,327600,476700,1.1813e+06,587500,587900,586700
35,9400,6900,6300,14600,20500,21800,25900,30300,66600,61800,72400,67500,76700,94500,54000,59300,76300,75100,83700,87300,150100,122400,121600,78900,83200,85500,93700,102400,99800,114700,107000,111800,114800,125000,118400,133200,130200,138500,135400,159100,148200,158500,153400,161800,157600,178300,207400,330600,218300,222300,271500,225300,324600,320500,314200,324300,315700,345800,346100,373400,352200,354600,382500,393200,423000,323000,252400,406100,308200,286500,346000,428200,412200,292200,299700,296900,284700,276900,296700,307800,305400,320300,344600,387900,479700,248400,340600,324800,352700,343300,346300,377100,351600,343100,365000,372500,330400,379100,379000,402900
36,5800,7900,9100,17700,21200,24800,31400,42500,48100,39000,41700,38500,55500,71800,59200,69400,68900,96900,72500,68800,91200,89000,86200,94000,115200,115000,90700,124800,205700,114500,121700,117300,159200,136300,140600,152800,122100,179400,197500,166600,143600,156500,166000,148600,160200,153600,169200,174900,151000,194700,236500,356700,251700,251800,245600,232000,170700,267900,227400,268400,222100,251500,184400,241600,254000,260200,295600,310100,334400,433200,419100,268600,314600,353900,462600,294300,248900,447500,453700,446500,474600,474400,488000,506600,476600,518200,531400,366200,445900,367700,350200,345100,255200,448700,403800,359700,378800,376000,398100,364900
37,11300,13500,14000,11600,17000,25200,20900,37400,37400,38200,46900,42000,56300,68300,36200,55400,76300,65100,74400,76100,76500,67500,88900,85900,83700,124700,111300,114500,112800,168400,159400,133500,159300,143200,136900,151800,139300,145800,159600,317800,205700,314200,212700,214300,178900,146500,186200,305000,251000,303300,212100,318800,352000,318300,331600,307600,331300,364700,387700,297600,255500,189000,269900,267900,248800,245500,249300,252600,270500,260600,274500,265200,271300,277300,367800,322900,293900,332400,321100,476900,324900,413700,404500,378700,593000,323700,480300,418400,544700,534500,532600,573200,565700,605100,347000,405500,382200,330600,429000,464500
38,14500,8500,13900,16800,15400,19300,24900,30900,35200,45600,38800,39900,51400,63000,55900,62200,69000,58600,79900,83900,84700,78600,96900,84400,93600,116300,101400,89600,103200,112400,101900,110700,108800,111500,123600,132700,128600,142600,128700,142700,152800,156500,164700,154800,150100,147100,198300,178900,202300,254400,296800,263900,226500,219000,352000,214600,224400,280400,303500,243100,233100,211700,304100,400100,373100,404600,400300,360600,304000,325200,294600,286900,363700,285700,300000,303700,468900,327500,302800,310800,314200,321800,320600,321600,324100,462300,289300,433100,255100,276700,289200,560500,555300,542600,556500,557500,568400,586900,399900,525900
39,3700,5700,12200,23000,32600,22700,24200,40400,67900,40000,46000,57200,71000,66700,49900,65500,56000,63300,51300,61000,141600,126100,154900,89100,156800,162500,118200,118600,112200,194900,175700,174800,140900,143200,123800,132200,122700,127900,127200,155600,154400,147200,159400,198500,173500,216900,231500,272300,177000,194500,221700,241200,201100,193800,215100,204200,207400,209900,218900,215000,225400,231100,241600,235400,297600,467000,252100,402500,276500,270700,351300,310600,320700,350200,271000,323100,463600,398300,495000,480300,378200,371400,317100,480800,457800,492400,328500,467300,647200,667000,425000,324200,355500,546700,428300,392200,377300,604100,580200,575700
40,3900,5000,12700,36500,24200,21400,23200,39100,37900,50300,40500,67300,77200,85800,83900,92900,92300,104000,98200,107800,127400,139300,125800,149100,120000,159800,101600,101100,121400,118000,137400,187200,124900,117500,119500,136100,123300,139900,139100,153200,139200,149400,164000,146400,148900,151100,178700,220100,247400,211200,235700,229000,266600,207300,205400,214000,198100,206500,208900,216300,221500,213400,235800,384300,363200,397700,309500,340300,264300,279900,300100,253500,220900,388300,276500,471100,323900,478800,466200,503800,491000,325500,312000,440100,286500,385600,488600,404800,389000,361300,340200,346100,384500,391900,406500,433000,410800,410200,421300,573100
41,4200,7500,19200,16500,22800,26000,45800,34600,59700,43100,37900,87800,63400,67100,49000,59900,96000,74800,69600,69900,71400,83400,116200,117300,133700,138700,103300,109100,87300,115200,128300,119700,115400,132400,131200,132000,129800,141500,134800,152000,142900,155100,159600,174200,268300,238300,233300,266900,192200,177700,389400,284200,233500,309700,210400,211100,201600,216400,218600,237100,235100,228800,239800,238800,235600,247900,263000,244900,255900,369400,271200,303200,271500,242600,348300,416800,242000,438300,449800,467800,315500,325400,307000,518000,495500,511000,336800,309600,328200,333300,515800,373900,360800,365000,383600,382900,363900,576600,396000,546100
42,5100,9900,15100,25900,26300,32400,32700,77300,39700,51000,38200,54900,62900,69500,63400,52400,69700,109700,71000,92300,82000,131200,132700,132500,148100,158300,151600,159100,160600,183500,164100,185300,151400,148800,185700,154300,154700,139900,192800,162100,151200,157500,152900,161300,141400,174900,169400,291500,184100,183300,347900,242000,212100,198900,250200,237300,217000,266400,266200,248700,227300,278500,301900,381100,233900,267100,253700,267800,259200,281700,264500,275600,264300,310600,364300,474600,350300,220200,331200,347500,333400,322500,261500,290500,332400,324200,327300,326700,327800,352700,341500,372600,385600,385000,311000,465000,409300,525100,306300,428300
43,7800,4400,5300,15500,30900,36800,41100,54800,62700,48700,38500,66500,75400,76500,66700,59800,76700,82700,103300,76500,84500,71400,98100,87900,150000,188100,190600,163200,103000,130000,108700,114000,115700,141900,122800,132600,129100,141000,135900,164800,142700,146400,167800,199700,164700,198600,171000,197100,303200,288900,329600,375900,318400,315100,318400,242600,231600,216100,332900,232200,278700,225500,212000,264900,279900,272300,350600,401800,417700,264200,278100,281800,295900,315200,319900,285700,264300,447300,250000,335300,306400,465700,495300,493600,509400,516700,332000,531800,529900,354300,344600,399100,368300,430100,608600,580500,573500,401000,467700,461500
44,4400,6200,15500,14900,19300,21800,65900,39400,69600,49900,56800,53100,52800,63200,56100,69000,79500,73200,56800,69600,79700,68800,76000,74000,75300,108000,85000,94800,224700,198700,119200,119800,104400,154400,150300,122100,146600,146000,140100,176900,261000,245000,261500,268600,262900,259600,284400,270800,314000,209600,300400,401000,324800,342800,341500,318900,343400,355000,350100,398800,376900,228500,248600,234100,244400,220400,237800,266500,437800,293200,297300,217900,258900,254500,290000,346100,350800,304800,300000,454800,387900,400000,356400,271600,322300,347900,338000,449600,518000,559300,542700,577400,558100,531700,569900,580400,574600,405000,444300,489600
