Iteraciones,Tamano10,Tamano20,Tamano30,Tamano40,Tamano50,Tamano60,Tamano70,Tamano80,Tamano90,Tamano100,Tamano110,Tamano120,Tamano130,Tamano140,Tamano150,Tamano160,Tamano170,Tamano180,Tamano190,Tamano200,Tamano210,Tamano220,Tamano230,Tamano240,Tamano250,Tamano260,Tamano270,Tamano280,Tamano290,Tamano300,Tamano310,Tamano320,Tamano330,Tamano340,Tamano350,Tamano360,Tamano370,Tamano380,Tamano390,Tamano400,Tamano410,Tamano420,Tamano430,Tamano440,Tamano450,Tamano460,Tamano470,Tamano480,Tamano490,Tamano500,Tamano510,Tamano520,Tamano530,Tamano540,Tamano550,Tamano560,Tamano570,Tamano580,Tamano590,Tamano600,Tamano610,Tamano620,Tamano630,Tamano640,Tamano650,Tamano660,Tamano670,Tamano680,Tamano690,Tamano700,Tamano710,Tamano720,Tamano730,Tamano740,Tamano750,Tamano760,Tamano770,Tamano780,Tamano790,Tamano800,Tamano810,Tamano820,Tamano830,Tamano840,Tamano850,Tamano860,Tamano870,Tamano880,Tamano890,Tamano900,Tamano910,Tamano920,Tamano930,Tamano940,Tamano950,Tamano960,Tamano970,Tamano980,Tamano990,Tamano1000
1,1600,2600,3800,6600,8000,12700,13100,24400,29400,24300,36900,34500,38900,82100,57200,64400,194900,96100,156400,256600,333100,126800,221300,184200,123700,132000,145300,233300,268200,226600,261500,419900,349700,242700,318500,276100,336200,252600,371500,317000,329400,340900,487700,363300,336000,386800,454200,629500,694100,494700,469200,526000,635100,677100,747500,705600,825700,602500,675800,744400,1.0812e+06,980300,947100,844500,1.2927e+06,891400,1.2202e+06,917800,1.2145e+06,1.3208e+06,1.1553e+06,1.182e+06,1.2136e+06,1.2434e+06,1.0785e+06,1.1828e+06,1.524e+06,1.2854e+06,1.5262e+06,1.4327e+06,1.47e+06,1.5204e+06,1.5674e+06,1.792e+06,1.8104e+06,1.7864e+06,1.9166e+06,1.7508e+06,1.7868e+06,1.8217e+06,1.8937e+06,2.5701e+06,1.9295e+06,2.2714e+06,2.2575e+06,2.2692e+06,2.5138e+06,2.5285e+06,2.4699e+06,3.4016e+06
2,1800,2600,4300,6900,11600,20200,24500,28700,37700,43400,49800,58100,67300,77000,60900,67200,142200,74800,92100,100900,111000,124000,111600,108600,215600,128600,137900,235500,205700,229800,233000,255500,261300,287600,291800,317000,463000,486900,515900,534300,558000,670100,705200,644400,670100,499800,437400,563600,565400,565700,599400,692200,642900,670300,710100,726000,890400,775200,798700,955400,904600,785400,1.3198e+06,944000,1.532e+06,1.6546e+06,1.6249e+06,1.7828e+06,866600,1.0578e+06,968100,1.7511e+06,1.8478e+06,1.7833e+06,2.0463e+06,1.9007e+06,2.267e+06,2.358e+06,2.1983e+06,2.1503e+06,1.6885e+06,2.0619e+06,2.6848e+06,2.9254e+06,3.4382e+06,2.3609e+06,2.4451e+06,2.8441e+06,3.0514e+06,2.7781e+06,2.7446e+06,2.8199e+06,2.794e+06,2.8863e+06,3.3224e+06,3.084e+06,2.8843e+06,2.7435e+06,3.0387e+06,2.8562e+06
3,1500,1900,5300,5500,7800,13600,16000,24000,18400,29900,34400,57300,66800,107400,61600,68800,75800,83800,105100,100100,109000,121600,130900,142700,148300,166600,168400,189400,202900,208800,229700,292500,260600,316600,301400,305500,351600,337700,355500,382900,445300,516000,528900,542600,341600,417000,534400,542500,583100,380700,616000,626500,651800,677700,692500,725800,755000,770700,795400,831700,848500,886300,879600,984000,974500,989800,1.0535e+06,1.0554e+06,1.0868e+06,1.1153e+06,1.1593e+06,1.5161e+06,1.5815e+06,1.6051e+06,1.6362e+06,1.7765e+06,1.7557e+06,1.768e+06,1.8833e+06,1.8953e+06,1.6736e+06,1.5166e+06,1.7384e+06,1.5884e+06,1.6241e+06,1.72e+06,1.7024e+06,1.7381e+06,1.7788e+06,1.8508e+06,1.9041e+06,2.0496e+06,2.5387e+06,2.3198e+06,2.157e+06,2.1275e+06,2.7203e+06,2.798e+06,2.8039e+06,2.841e+06
4,1300,2900,4800,8800,12700,13400,16800,15500,21100,28700,34200,40500,46500,52800,59600,68500,75400,83900,113000,101100,110000,119400,141500,141800,153300,173500,179000,189900,211200,161600,136400,257100,256400,280300,288100,294300,323100,349500,365900,374200,397300,422000,438300,458500,469300,498500,520300,538400,559000,583100,569100,636300,663600,675100,701000,733300,754300,773800,805000,825200,917600,1.047e+06,1.1894e+06,1.1917e+06,958700,987700,1.0122e+06,1.0428e+06,1.1292e+06,1.117e+06,1.1737e+06,1.4346e+06,1.4965e+06,1.7875e+06,1.7183e+06,1.7009e+06,1.7783e+06,1.7322e+06,1.8007e+06,1.9125e+06,2.0255e+06,1.8942e+06,1.9483e+06,1.9888e+06,2.2081e+06,2.0012e+06,1.8982e+06,1.8942e+06,2.3469e+06,2.0399e+06,2.268e+06,2.2814e+06,2.358e+06,2.3575e+06,2.4141e+06,2.633e+06,2.6755e+06,2.7488e+06,2.8139e+06,2.8983e+06
5,2500,5000,6500,12200,59500,24900,29400,38200,41500,53900,89000,75400,74000,95200,102500,122300,141200,180000,166700,180200,198000,235500,297500,262100,266000,429100,354000,372600,400700,463400,428800,436700,460900,465200,571300,502500,592600,863000,532400,658000,758300,624000,814300,809700,716200,1.1503e+06,873700,787800,939000,992800,1.131e+06,1.1466e+06,1.3025e+06,1.0403e+06,1.0846e+06,1.0692e+06,1.0977e+06,1.0968e+06,1.1357e+06,1.226e+06,1.3061e+06,1.2748e+06,1.2998e+06,1.277e+06,1.2961e+06,1.4512e+06,1.2863e+06,1.5079e+06,1.5412e+06,1.5436e+06,1.5313e+06,1.5737e+06,2.0065e+06,1.7536e+06,1.8418e+06,1.864e+06,1.8115e+06,1.7615e+06,2.0652e+06,2.0178e+06,2.1399e+06,2.2011e+06,2.5283e+06,2.2545e+06,2.3814e+06,2.4455e+06,2.4052e+06,2.5843e+06,3.0534e+06,2.7643e+06,2.5803e+06,2.1366e+06,1.9473e+06,1.9624e+06,2.2849e+06,1.8669e+06,3.9365e+06,3.6285e+06,3.1677e+06,3.1291e+06
6,1700,3600,4400,7000,9200,11600,15700,19200,23500,29100,35600,41100,47900,53500,61200,61800,74400,84400,94000,117700,110800,121700,132100,120900,153800,166700,187100,190000,204100,213300,229800,252800,259400,280200,288800,314800,322300,339000,346800,263700,409200,413000,448700,460300,481900,499100,520500,542200,563600,582400,605300,627300,655300,680200,698600,755100,742200,773000,809400,914500,1.1898e+06,1.1387e+06,1.2113e+06,1.2384e+06,1.2664e+06,1.2971e+06,1.3736e+06,1.1145e+06,1.098e+06,1.1306e+06,1.1591e+06,1.1773e+06,1.2096e+06,1.2693e+06,1.2751e+06,1.3073e+06,1.6197e+06,1.6673e+06,1.7603e+06,1.459e+06,1.4782e+06,1.5384e+06,1.5523e+06,1.5982e+06,1.8698e+06,2.1477e+06,2.1683e+06,2.2848e+06,2.3477e+06,2.3798e+06,2.4202e+06,2.3753e+06,2.452e+06,2.8079e+06,2.4213e+06,2.3553e+06,2.2543e+06,2.7873e+06,2.742e+06,2.7938e+06
7,1100,2900,4900,7700,9900,15300,21400,20300,24100,28800,34200,40400,54100,43500,55800,68400,74700,83200,83200,101500,110400,120300,141800,141800,153200,164200,184700,190000,209500,215900,228300,250900,258200,178300,302100,306900,331900,341100,358900,383800,348500,426500,441400,450000,469600,493000,516600,536400,562200,579300,603100,627700,449800,554300,677800,902100,1.9748e+06,699600,857000,902400,619200,817700,857900,1.1941e+06,1.2209e+06,912800,1.0024e+06,1.1973e+06,1.4253e+06,1.1919e+06,1.1259e+06,1.1883e+06,1.253e+06,1.1458e+06,1.2621e+06,1.2861e+06,1.0499e+06,1.9857e+06,1.3998e+06,1.8165e+06,1.1019e+06,1.9896e+06,2.3066e+06,2.8601e+06,2.9166e+06,2.896e+06,3.0579e+06,3.5183e+06,3.3496e+06,3.1266e+06,2.8631e+06,3.4262e+06,2.8946e+06,2.8892e+06,2.4368e+06,2.4776e+06,2.7375e+06,2.2723e+06,2.2726e+06,2.2898e+06
8,1000,4400,4400,7500,31500,12900,14300,18600,30500,60200,34000,45300,48700,53700,61100,67700,65200,77300,94100,111200,107000,157800,120100,130400,125300,133900,148000,196600,184500,246800,223600,225000,171200,278800,333100,225000,357600,272100,397500,395000,360400,449600,519000,405100,648700,380500,375900,368800,474600,693200,608400,763300,598700,771600,719600,839300,855100,868300,679600,903400,826200,896500,696100,756200,904400,898200,773500,1.0546e+06,795700,1.3046e+06,1.1424e+06,1.0107e+06,916300,897300,937500,1.2114e+06,1.0542e+06,1.2582e+06,1.1146e+06,1.9596e+06,1.7394e+06,1.1298e+06,1.1559e+06,1.2553e+06,1.4901e+06,1.5375e+06,1.3656e+06,1.9881e+06,1.7114e+06,1.8392e+06,1.3721e+06,1.4825e+06,1.503e+06,2.0513e+06,1.9754e+06,1.6457e+06,2.2564e+06,2.3806e+06,1.6276e+06,1.9271e+06
9,10200,1900,5300,5200,9700,10000,12100,14400,18500,22800,25000,29500,43500,43200,88600,40300,50000,53000,76800,62800,130600,83400,92900,99000,104600,431400,636800,154300,142800,150800,194200,213100,337000,393800,327500,287100,381900,309700,280100,300500,333200,285000,460300,422000,373700,388600,375500,368800,1.5635e+06,561200,615300,514900,463300,581700,829400,582300,590000,579900,547200,489900,854200,1.2844e+06,914400,791500,713600,839700,853000,883600,1.0644e+06,820900,991800,987900,1.0306e+06,1.3209e+06,1.3964e+06,1.2135e+06,1.2735e+06,1.4192e+06,1.2178e+06,1.3453e+06,1.0989e+06,1.2133e+06,1.2505e+06,1.6657e+06,1.7104e+06,1.3315e+06,1.6836e+06,1.8356e+06,1.4022e+06,1.4106e+06,2.146e+06,1.7016e+06,1.8387e+06,1.7721e+06,2.0175e+06,2.0343e+06,2.4912e+06,1.6739e+06,1.6541e+06,1.8059e+06
10,1500,1700,3300,5300,11800,9400,11500,14400,34300,21300,24300,43400,32400,46600,42700,58700,52300,73400,62900,746000,99700,95000,100800,92400,180000,122600,154900,138300,141400,162500,208600,160100,210500,222300,211600,231200,236500,226300,252400,274600,312800,263300,272000,356400,407800,375700,573000,513100,474800,503900,610600,464400,493700,449100,533800,470100,628600,595600,861100,608400,768500,1.0283e+06,755800,728200,737700,768000,743300,789100,753000,984900,1.0234e+06,884600,971800,1.2927e+06,1.1851e+06,1.2409e+06,1.0239e+06,1.2584e+06,1.1839e+06,1.2764e+06,1.3693e+06,2.2564e+06,1.2784e+06,1.8398e+06,1.8918e+06,1.4195e+06,1.4498e+06,1.6112e+06,1.9888e+06,1.4386e+06,2.186e+06,2.2418e+06,1.9498e+06,2.1759e+06,1.9218e+06,2.0999e+06,2.287e+06,2.1361e+06,2.1883e+06,2.2333e+06
11,1000,2200,3900,6200,11500,14400,13800,24400,24600,29300,34600,40500,57000,53100,59100,67200,75000,83300,101700,100900,116100,122200,119100,138500,130700,203000,222700,220700,242800,219900,245400,246800,269800,274300,300500,259900,217300,301100,359100,374500,392600,412800,428800,451500,470300,493900,523400,409200,663400,452600,414200,461600,456600,582000,1.2038e+06,775100,715200,889300,598600,677300,771200,892000,765500,841200,771600,825400,926800,798300,1.0765e+06,1.2832e+06,1.0016e+06,1.1465e+06,1.1998e+06,1.2668e+06,1.222e+06,1.2965e+06,1.4041e+06,1.4455e+06,1.3635e+06,1.2342e+06,1.2044e+06,1.5241e+06,1.3034e+06,1.0701e+06,1.6321e+06,1.6666e+06,1.7041e+06,1.8005e+06,1.8017e+06,1.6801e+06,2.003e+06,1.7596e+06,1.9252e+06,1.9772e+06,2.0079e+06,2.0583e+06,2.0865e+06,2.2467e+06,2.105e+06,1.8737e+06
12,1200,3100,3500,8200,8800,20800,18500,15400,18500,32500,25100,61100,30100,80300,102500,46900,55500,239000,72500,148300,79400,111900,119100,102000,108100,270000,131300,150600,189100,137800,354000,170900,213800,213800,219900,208700,237500,482400,466600,307000,322400,376900,416300,390300,396800,331700,575400,380800,492300,421900,428900,464700,419700,469100,503200,785500,613900,808000,687700,581000,788200,682200,921500,835400,1.7475e+06,884500,1.0438e+06,860200,1.1012e+06,1.0469e+06,1.041e+06,1.0009e+06,1.0815e+06,915400,954400,1.1241e+06,1.9713e+06,1.1451e+06,986500,1.5975e+06,1.169e+06,1.6991e+06,1.924e+06,1.4362e+06,1.3091e+06,1.6694e+06,1.4261e+06,1.6386e+06,2.6513e+06,3.0372e+06,1.4659e+06,1.8012e+06,1.5502e+06,1.613e+06,1.7105e+06,2.0722e+06,2.1344e+06,1.6721e+06,1.8454e+06,1.8757e+06
13,800,1800,3300,5300,9500,9300,13300,18100,18900,38500,39200,63100,71200,36000,42900,118300,62000,60100,72300,74000,84600,90900,90900,144000,106100,115100,119900,189400,146300,145800,173300,181900,180200,503100,217300,220600,275300,390100,264900,248600,265100,283400,430500,322500,331000,326200,351200,468800,444600,401000,447900,452700,623500,596300,531700,597000,558300,532400,605700,627100,633800,696600,938300,721400,747000,1.0612e+06,794900,929500,1.0389e+06,919800,938400,863800,938700,936800,967700,1.1175e+06,1.4607e+06,1.3689e+06,1.3364e+06,1.0697e+06,1.4209e+06,1.2035e+06,1.298e+06,1.3197e+06,1.5013e+06,1.8357e+06,1.7025e+06,1.3978e+06,1.4137e+06,1.8186e+06,1.3269e+06,1.645e+06,1.5749e+06,1.7254e+06,1.9444e+06,2.2388e+06,1.5619e+06,1.5498e+06,1.6279e+06,2.0408e+06
14,1100,2700,3800,4900,15700,15300,11600,18800,17900,23900,29000,35500,40000,66900,50400,57200,64000,70200,106300,80200,106700,121900,119700,124500,146600,155400,166600,195000,219400,217600,244900,244300,249400,278100,306100,318000,323300,336200,366400,374000,394500,407000,428300,456300,464100,484000,501100,531900,569300,590900,604900,666200,790300,800300,704800,736900,896500,927600,828900,839500,868400,1.0493e+06,1.0677e+06,918900,1.1683e+06,852700,1.1845e+06,1.0738e+06,1.1121e+06,1.1295e+06,1.0585e+06,1.1896e+06,1.2123e+06,1.2515e+06,996600,1.0129e+06,1.332e+06,1.3825e+06,1.4104e+06,1.5898e+06,1.4813e+06,1.5185e+06,1.5514e+06,1.29e+06,1.6711e+06,1.6739e+06,1.7007e+06,1.8152e+06,1.7875e+06,1.8312e+06,1.8617e+06,2.0819e+06,1.9196e+06,1.9753e+06,2.0579e+06,2.0705e+06,2.1259e+06,2.7617e+06,3.4626e+06,4.203e+06
15,2300,2600,7300,7600,9700,13000,26200,35300,25000,58700,71600,33900,39900,85100,113700,69000,63800,68000,96500,103800,110000,88200,152200,190300,210700,161800,173700,144700,147200,179400,178600,193800,354000,238200,227300,228900,559900,326700,284300,357700,342700,607600,395900,430900,381400,536400,436000,359000,383200,437600,639600,599900,711400,633400,989000,753000,1.0837e+06,666300,814200,629600,785400,706100,716900,971700,842000,906700,1.0537e+06,956200,926500,948300,840900,901100,1.554e+06,1.2392e+06,1.3018e+06,1.1384e+06,1.4896e+06,1.2892e+06,1.544e+06,1.3359e+06,1.4871e+06,1.4231e+06,1.3992e+06,1.1541e+06,1.8596e+06,1.551e+06,1.413e+06,1.5162e+06,1.4224e+06,1.379e+06,1.9859e+06,2.9022e+06,2.1145e+06,1.6515e+06,2.1357e+06,1.9203e+06,2.381e+06,2.485e+06,2.3846e+06,2.1248e+06
16,900,1800,3500,5200,6800,12800,18800,24500,17500,21200,27000,29200,42700,63800,39900,50100,58900,187100,76300,116100,88700,94200,121600,200400,117400,139300,130300,218800,233500,248200,243200,176500,225500,918900,363600,415000,462100,427300,296800,317300,273300,355100,265900,510000,540500,578700,556300,488400,449800,482800,557600,578600,690900,738300,501400,602600,796600,572400,659200,983200,967000,659700,655900,652200,685800,688900,824700,831900,1.1516e+06,1.2158e+06,939100,1.0803e+06,1.1123e+06,1.1466e+06,1.1709e+06,1.1658e+06,1.3388e+06,1.4339e+06,1.4038e+06,1.6553e+06,1.1127e+06,1.9254e+06,1.3592e+06,1.7009e+06,2.2803e+06,1.3819e+06,1.5896e+06,1.7981e+06,1.9563e+06,1.4527e+06,1.7751e+06,1.4723e+06,1.8188e+06,1.8719e+06,1.6885e+06,1.9668e+06,2.0446e+06,2.0978e+06,2.4708e+06,1.9162e+06
17,1100,2300,4700,6400,6500,24700,11700,15700,19700,20400,23900,28200,42600,62900,42300,66600,89300,117600,74700,105200,94500,84200,284100,126000,117700,158800,163300,171300,209400,225400,312500,329800,244400,228700,338000,247100,234200,256900,266600,382200,310000,285900,332300,914500,565700,388900,557600,567800,433400,410600,565500,729000,481100,435200,651500,603300,626300,531000,559100,610200,748500,999000,996300,784700,968300,992500,839400,914400,1.2605e+06,935500,1.2462e+06,887300,856400,1.3484e+06,992000,1.4819e+06,1.2312e+06,1.5385e+06,1.3106e+06,1.6647e+06,1.2775e+06,1.2493e+06,1.4552e+06,1.2737e+06,1.214e+06,1.3835e+06,1.6819e+06,1.5774e+06,1.8845e+06,1.9021e+06,1.8101e+06,1.5806e+06,1.885e+06,2.0712e+06,1.734e+06,1.9977e+06,2.1966e+06,2.1654e+06,2.5469e+06,2.2062e+06
18,1300,3300,4800,8000,10400,12000,14300,16600,22800,29400,35300,40400,46900,52300,59200,67100,66300,83900,93300,110900,112200,121300,130100,154200,154800,166600,184300,190900,203000,223700,229600,251600,256300,280300,290800,315400,237600,354100,366600,372200,421000,419500,429400,457800,476300,495400,518500,540300,561800,583200,605400,625400,652300,700400,559500,723500,751200,783800,815600,862700,853700,887700,921900,936600,970400,900700,807300,1.0182e+06,1.1484e+06,1.0988e+06,1.1469e+06,1.2167e+06,962800,1.0193e+06,1.095e+06,1.4261e+06,1.3525e+06,1.0556e+06,1.6303e+06,1.6015e+06,1.5955e+06,1.5108e+06,2.0106e+06,3.8047e+06,2.6923e+06,2.1809e+06,2.5584e+06,2.7529e+06,2.6906e+06,3.0685e+06,4.7166e+06,2.7381e+06,2.8282e+06,2.8801e+06,4.035e+06,3.9244e+06,3.7589e+06,6.3629e+06,3.675e+06,3.1594e+06
19,1500,4100,20700,6900,11400,14000,16500,23600,26300,31200,36500,42200,61100,54700,68400,68500,64400,106900,71400,77800,83600,94100,109000,100300,116300,126600,133700,221100,145400,254100,170200,197500,215900,238400,300100,384800,286700,241300,315600,283200,282100,277700,267600,330600,305900,479300,366600,406200,379700,2.5606e+06,503400,541100,507400,710600,490500,605100,700000,743000,772600,751300,1.0681e+06,941100,863100,765200,819500,749100,717500,721800,740100,801300,1.0992e+06,1.1906e+06,1.0337e+06,1.1011e+06,1.0936e+06,3.8615e+06,3.1585e+06,1.2159e+06,1.1353e+06,1.3235e+06,3.4088e+06,1.2358e+06,1.5361e+06,1.2685e+06,1.5808e+06,1.2799e+06,1.4548e+06,1.6019e+06,1.8551e+06,1.5942e+06,1.8437e+06,1.4663e+06,1.6205e+06,1.536e+06,3.2509e+06,2.0724e+06,1.8606e+06,1.6915e+06,1.663e+06,1.7468e+06
20,800,2100,3800,5700,8300,12600,11700,15200,17300,20900,44600,29900,45100,45900,62900,82600,70600,73900,84900,61200,127400,122500,133200,179100,155200,179100,207000,165700,409500,270700,242400,216700,262300,170300,212300,214800,282900,252000,247700,332200,448800,311400,336100,462500,416200,539100,1.9442e+06,444000,426500,559700,540400,424800,503300,464000,442300,819300,724100,885200,1.1319e+06,724600,810700,677500,861500,746600,801200,899200,936100,992000,1.1375e+06,1.0483e+06,916200,1.0081e+06,880500,1.247e+06,1.265e+06,1.2927e+06,1.3276e+06,1.3773e+06,1.3666e+06,1.3657e+06,1.4716e+06,1.4973e+06,1.2439e+06,1.344e+06,1.5382e+06,1.5659e+06,1.4443e+06,4.5295e+06,1.4946e+06,1.9647e+06,1.7783e+06,1.947e+06,2.001e+06,1.7004e+06,1.9078e+06,2.0649e+06,2.103e+06,2.1451e+06,2.0335e+06,3.2302e+06
21,1300,2900,3600,4800,6900,16200,12500,25800,22000,21100,31400,36500,37400,52600,44700,48300,58300,57600,90600,82900,173400,89300,107600,109600,133800,184200,500500,148100,214000,172500,166000,193700,234000,195500,228000,229200,375700,273700,414600,319800,412600,261300,316800,406800,630000,438800,422800,385500,379000,484800,475000,416300,460900,673900,683800,707800,603400,913400,702400,854200,801000,629200,1.0095e+06,982400,697800,851400,1.1318e+06,2.1663e+06,1.1659e+06,1.0019e+06,1.1335e+06,1.0193e+06,1.1929e+06,1.2433e+06,1.2903e+06,1.3118e+06,1.1592e+06,1.1235e+06,1.4171e+06,1.5789e+06,1.6793e+06,1.708e+06,1.6433e+06,1.5996e+06,1.7104e+06,1.558e+06,1.4119e+06,2.1241e+06,2.1283e+06,2.2728e+06,2.7572e+06,3.4202e+06,2.5749e+06,2.5023e+06,4.2005e+06,2.1021e+06,2.1842e+06,1.8206e+06,2.034e+06,4.0914e+06
22,1500,1900,6100,8600,7000,15900,12200,16500,15800,22000,28800,29300,33400,37200,48700,53200,51900,60800,64300,67500,78000,141500,86200,103900,126500,121000,1.0764e+06,206300,159600,181900,147200,210800,268700,206200,201500,196100,273700,295100,229700,256000,285000,370100,531600,375300,424800,534100,505200,392600,402100,577200,594700,618200,643400,667000,706800,690000,703200,695500,870400,821300,793200,654100,919300,943200,964500,992300,1.0278e+06,1.0597e+06,1.0846e+06,1.2571e+06,1.0838e+06,1.2013e+06,1.071e+06,990300,1.0498e+06,1.2933e+06,1.328e+06,1.3599e+06,1.4183e+06,1.4468e+06,1.4681e+06,1.8051e+06,1.7373e+06,1.2883e+06,1.282e+06,1.1942e+06,1.387e+06,1.4401e+06,1.8432e+06,2.3095e+06,1.8031e+06,1.8296e+06,2.0723e+06,1.5963e+06,1.8103e+06,2.4076e+06,1.5882e+06,2.73e+06,2.2425e+06,1.8935e+06
23,900,1700,5400,5100,6400,9200,14400,20000,18400,21500,27800,35000,44300,58000,70000,78400,62800,98900,75800,118300,79400,96400,154800,155400,154300,166400,178600,199400,201600,251200,591700,267800,191000,210000,206200,230900,227200,343600,256400,256100,453300,290300,292700,380900,477300,493600,568000,648600,614000,566300,604600,560700,637000,656200,696300,720400,757200,765300,795900,826300,847300,887400,4.6433e+06,1.2852e+06,812400,1.3182e+06,1.1892e+06,1.0605e+06,985100,1.0941e+06,1.1358e+06,1.1651e+06,1.2212e+06,1.2408e+06,1.268e+06,1.3127e+06,1.3774e+06,1.3502e+06,1.8447e+06,1.1932e+06,1.781e+06,2.7269e+06,1.5676e+06,1.7967e+06,1.64e+06,1.6697e+06,1.7036e+06,1.9055e+06,2.4942e+06,2.2761e+06,3.8183e+06,2.1153e+06,2.0947e+06,2.2277e+06,5.5693e+06,2.5777e+06,2.1142e+06,2.0291e+06,3.7346e+06,1.9375e+06
24,2000,1900,3000,5100,6600,8500,11600,13900,25600,25000,24100,28700,31600,62700,42400,55400,62200,87300,634400,96300,82100,114300,135700,143900,155000,166900,179700,191200,206500,217600,233000,245100,261100,276200,292600,305800,340600,352200,357300,368700,391900,371500,364500,484600,376900,552900,521200,445600,635200,444200,725700,541100,476900,670200,524600,694700,669100,618100,644000,1.1861e+06,1.0482e+06,790500,923800,874900,1.0328e+06,825700,907800,927600,1.2513e+06,1.0411e+06,837500,1.2473e+06,1.3815e+06,1.372e+06,1.2653e+06,1.4966e+06,1.3445e+06,1.3623e+06,1.3998e+06,1.4445e+06,1.4815e+06,1.6065e+06,1.5662e+06,1.4761e+06,1.8307e+06,1.4616e+06,1.7349e+06,2.3658e+06,1.7194e+06,1.5846e+06,1.4839e+06,1.8367e+06,1.7097e+06,2.2564e+06,1.6854e+06,1.8151e+06,2.4528e+06,1.8599e+06,1.8254e+06,1.5979e+06
25,800,3200,3500,8600,7400,8700,11500,14500,21600,33200,42600,48900,54200,37300,159600,50400,54600,72400,110900,72900,98600,103500,123300,93600,140800,141400,184800,190800,224000,220000,202000,257800,276000,238100,219300,540000,313900,243700,297900,267700,290100,271700,317200,371800,565500,521900,453400,609300,416700,488800,462600,701900,727500,842200,724900,774700,698000,507500,904300,949600,589100,705900,712000,734100,1.0552e+06,859700,1.0396e+06,769200,952100,857100,1.0925e+06,951000,1.1219e+06,1.0918e+06,1.4108e+06,1.5503e+06,1.0915e+06,1.3279e+06,1.5699e+06,1.3674e+06,1.2583e+06,1.4543e+06,1.4612e+06,1.4469e+06,1.4856e+06,1.4063e+06,1.4703e+06,1.4825e+06,1.5063e+06,1.3742e+06,1.6851e+06,1.5245e+06,1.9376e+06,1.8008e+06,2.1165e+06,1.7847e+06,2.0718e+06,1.8253e+06,2.6814e+06,1.9459e+06
26,800,1900,4200,6700,9500,12500,18500,20300,30400,35100,26600,42100,54800,64500,62400,56000,88100,93300,103200,86700,128000,121800,132900,189200,120000,131400,169300,192500,231600,238000,265400,203300,195600,254100,291000,259200,386000,360000,278000,279700,329500,391500,323900,363600,916700,581300,454400,386100,365500,677400,617500,414800,566600,621900,748000,525100,500700,571100,551400,1.1002e+06,957500,765000,850700,854200,1.0024e+06,1.0658e+06,852100,794300,823300,950200,1.1181e+06,1.1353e+06,1.0869e+06,1.1845e+06,1.0008e+06,1.2761e+06,1.6185e+06,1.1879e+06,1.2276e+06,1.4434e+06,1.5744e+06,1.525e+06,1.1567e+06,1.4756e+06,1.6824e+06,1.873e+06,1.7075e+06,1.7742e+06,1.79e+06,1.8429e+06,1.858e+06,1.8956e+06,2.1287e+06,2.08e+06,2.2258e+06,2.3239e+06,2.4037e+06,1.9184e+06,2.2876e+06,3.5022e+06
27,1900,4300,6800,4500,9200,10100,14500,16700,40200,26100,32000,39600,47100,53400,62300,69700,87400,85600,94200,103200,122500,123200,118900,162400,191700,183500,191400,192400,202900,218600,249400,259900,259500,350700,224400,245000,334800,342900,388100,378200,402700,421400,435400,452800,470100,487400,507400,522300,547800,581000,611500,637800,655400,682300,699600,725100,1.0772e+06,3.989e+06,652900,754900,741000,876900,709500,784800,1.1296e+06,1.1076e+06,3.2337e+06,1.0071e+06,1.3048e+06,1.3313e+06,1.2274e+06,1.495e+06,1.1028e+06,1.1585e+06,1.1723e+06,1.0619e+06,1.5303e+06,1.6766e+06,1.5961e+06,1.89e+06,1.2014e+06,1.3514e+06,1.5512e+06,1.6089e+06,1.7497e+06,1.8929e+06,1.7116e+06,1.743e+06,1.7565e+06,2.28e+06,2.4604e+06,2.4922e+06,3.8557e+06,3.1757e+06,3.6228e+06,3.9601e+06,4.4094e+06,4.0396e+06,5.6246e+06,3.5833e+06
28,1800,3800,6200,10900,11800,16100,20700,26400,43600,188600,45400,61700,59600,58900,70300,69800,81600,82900,92600,93300,105400,161700,115000,216900,165900,209300,234000,206000,209300,259400,457300,274100,223100,251400,322000,397100,272700,366500,323500,381100,315500,269300,309300,498800,443600,569000,408600,380000,504800,499800,388700,411000,491300,609300,581100,581200,598000,556800,618800,685900,835200,870200,850800,857400,755300,1.1569e+06,1.0946e+06,948200,952200,1.1242e+06,1.1807e+06,1.1834e+06,1.2456e+06,1.2502e+06,1.2986e+06,1.3078e+06,1.338e+06,1.8249e+06,1.839e+06,1.7347e+06,1.7875e+06,1.7341e+06,1.3629e+06,1.6771e+06,1.6417e+06,1.4203e+06,1.6277e+06,1.4287e+06,2.1577e+06,1.8635e+06,1.6526e+06,1.6684e+06,1.6136e+06,1.6511e+06,1.622e+06,2.6542e+06,2.2676e+06,2.4599e+06,2.1491e+06,2.1147e+06
